Id Unico,Genero,Repetidor,Especialidad,Turno,ÁLG,Faltas_ÁLG,ING,Faltas_ING,QUÍ,Faltas_QUÍ,TEC,Faltas_TEC,LÓG,Faltas_LÓG,LEC,Faltas_LEC,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TAL2,Faltas_TAL2,TUT,Faltas_TUT
47e701fa-5366-4b7b-a0f0-565348302f1b,M,No,FORMACION BASICA,MATUTINO,6,2,10,0,7,0,7,0,5,2,10,0,AC,0,AC,0,AC,0,AC,0,,
debfcd66-e9a1-4b57-8987-879d8ddebff2,M,No,FORMACION BASICA,MATUTINO,5,6,10,0,5,0,6,0,5,8,7,0,AC,0,AC,0,NA,0,AC,0,,
86a4dc51-877e-406c-81a6-2c40e66c7d7a,F,No,FORMACION BASICA,MATUTINO,5,4,10,0,6,0,7,0,9,2,10,0,AC,0,AC,0,AC,0,AC,0,,
37cf700c-3804-41fa-8f30-3104951c10c1,M,Si,FORMACION BASICA,MATUTINO,5,2,10,0,9,3,5,0,5,6,,,,,,,,,,,,
4da238da-ee2d-44bb-8d73-2f5574efe988,F,No,FORMACION BASICA,MATUTINO,5,6,10,0,7,0,7,0,7,2,10,0,AC,0,AC,0,AC,0,AC,0,,
0cff89b0-430b-473f-8bec-38244e251e7d,M,No,FORMACION BASICA,MATUTINO,5,6,10,0,9,0,9,0,6,2,10,0,AC,0,AC,0,AC,0,AC,0,,
bebb0cf1-79f2-4b8a-af64-3357b9ae55bb,M,No,FORMACION BASICA,MATUTINO,6,0,10,0,7,0,7,0,7,0,9,0,AC,0,AC,0,AC,0,AC,0,,
e412a5bd-3b9f-4084-a234-4a8e6a5c157e,M,No,FORMACION BASICA,MATUTINO,5,6,10,0,6,0,5,0,5,4,7,0,AC,0,AC,0,NA,0,AC,0,,
0d98e3d9-0bca-4f51-9d08-77a05b042f58,M,No,FORMACION BASICA,MATUTINO,5,2,10,0,7,0,10,0,7,0,10,1,AC,0,AC,0,AC,0,AC,0,,
f72f7ffe-fe3d-405a-bdbb-77e1d47f2d25,F,No,FORMACION BASICA,MATUTINO,6,0,10,0,5,0,5,0,6,0,8,0,AC,0,AC,0,AC,0,AC,0,,
fa6c6bde-8327-4704-8a97-cf791942e967,M,Si,FORMACION BASICA,MATUTINO,7,4,,,7,0,,,5,4,,,,,,,,,,,,
