Id Unico,Genero,Repetidor,Especialidad,Turno,ÁLG,Faltas_ÁLG,ING,Faltas_ING,QUÍ,Faltas_QUÍ,TEC,Faltas_TEC,LÓG,Faltas_LÓG,LEC,Faltas_LEC,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TAL2,Faltas_TAL2,TUT,Faltas_TUT
e928ef9c-5823-4f49-b94d-90b386321b7c,F,No,FORMACION BASICA,MATUTINO,9,4,7,2,8,2,9,0,8,0,8,2,AC,0,AC,0,AC,0,NA,0,,
26f91917-a6c0-4684-a1a0-588682fd6253,M,No,FORMACION BASICA,MATUTINO,7,0,7,1,7,2,9,0,5,0,7,0,AC,0,AC,0,AC,0,AC,0,,
eb6973b7-4dd2-493f-ae17-6e1b4b30f241,M,No,FORMACION BASICA,MATUTINO,7,6,9,1,7,0,9,0,6,0,8,5,AC,0,AC,0,AC,0,AC,0,,
1f959062-a0d8-4fec-b4f7-cfac53350fc0,F,Si,FORMACION BASICA,MATUTINO,,,NP,15,,,,,,,,,,,,,,,,,,
54a5dde9-7413-4912-97ea-6678f2591da6,M,Si,FORMACION BASICA,MATUTINO,6,0,,,,,,,,,,,,,,,,,,,,
0003066f-409f-409d-bc18-43ecfb9eefa8,F,No,FORMACION BASICA,MATUTINO,8,0,9,0,9,0,9,0,9,0,8,0,AC,0,AC,0,AC,0,AC,0,,
1339924c-c597-42af-84b3-377846cf8ac3,F,No,FORMACION BASICA,MATUTINO,5,8,5,5,5,6,5,0,5,0,6,2,AC,0,NA,0,AC,0,NA,0,,
212a294e-d0f1-45a4-bdda-28c770867416,M,Si,FORMACION BASICA,MATUTINO,5,14,,,,,,,,,5,4,,,,,,,,,,
8e4d9414-0771-4203-88af-718981c545d9,M,No,FORMACION BASICA,MATUTINO,7,2,7,0,7,0,9,0,9,0,8,0,AC,0,AC,0,AC,0,AC,0,,
199fa184-2e1d-46c7-b627-b1f5188b0507,F,No,FORMACION BASICA,MATUTINO,8,0,9,0,9,0,9,0,10,0,9,0,AC,0,AC,0,AC,0,AC,0,,
fef8bb74-593b-4541-a0e7-f4c6484f9c45,M,No,FORMACION BASICA,MATUTINO,5,,8,0,5,0,9,0,5,2,7,0,AC,0,AC,0,AC,0,AC,0,,
1c8e6604-7fae-451d-8e50-5aafbf63dd82,M,No,FORMACION BASICA,MATUTINO,6,0,7,1,7,2,9,0,6,0,8,2,AC,0,AC,0,AC,0,AC,0,,
97a89e59-4c07-4c97-b715-04ab3f1af2d4,M,No,FORMACION BASICA,MATUTINO,5,2,7,0,5,0,9,0,5,0,6,2,AC,0,AC,0,AC,0,NA,0,,
fb2d5551-b217-4ee1-87e3-ef1954704831,M,No,FORMACION BASICA,MATUTINO,5,6,7,0,6,2,5,0,7,0,7,4,AC,0,AC,0,AC,0,NA,0,,
e9e88a8f-e07a-46c0-a75d-74ea2907cf79,F,No,FORMACION BASICA,MATUTINO,8,0,8,1,8,0,9,0,7,0,9,2,AC,0,AC,0,AC,0,AC,0,,
84d50bb2-bae2-4f01-b1d5-4e2c31444c5d,F,No,FORMACION BASICA,MATUTINO,7,0,7,0,8,0,9,0,8,0,7,0,AC,0,AC,0,AC,0,AC,0,,
822ae2ae-ba2c-4e40-a7ae-45bd4a5a7bff,M,No,FORMACION BASICA,MATUTINO,8,0,7,0,8,0,9,0,7,0,9,0,AC,0,AC,0,AC,0,NA,0,,
41d4bf49-3c3f-4e58-ae52-1f496a6d688a,M,No,FORMACION BASICA,MATUTINO,7,0,10,0,7,0,9,0,9,0,9,0,AC,0,AC,0,AC,0,AC,0,,
19b2bf9a-95a2-4a99-8884-8b59b15727dc,M,No,FORMACION BASICA,MATUTINO,9,2,7,0,7,2,5,0,5,0,7,5,AC,0,AC,0,AC,0,AC,0,,
5971f07c-5c5e-4d7b-bed7-d75dc38772ab,F,No,FORMACION BASICA,MATUTINO,5,0,5,0,5,0,5,0,5,0,5,0,,0,,0,,0,,0,,
4dabbbfb-3294-4901-9be5-4b846958fa54,F,No,FORMACION BASICA,MATUTINO,8,2,8,1,10,0,9,0,9,2,7,0,AC,0,AC,0,AC,0,AC,0,,
ef00e109-d4ab-464c-809a-bd1b9cf385d6,M,No,FORMACION BASICA,MATUTINO,5,2,7,0,6,2,5,0,5,0,5,0,AC,0,AC,0,AC,0,NA,0,,
1ffd57f3-0899-440e-8e24-bc7b36396902,M,No,FORMACION BASICA,MATUTINO,5,0,6,0,5,0,5,0,6,0,6,0,AC,0,AC,0,NA,0,NA,0,,
440c3143-9bd1-41d5-a0e2-dbd4c21bc361,M,No,FORMACION BASICA,MATUTINO,7,4,7,0,8,6,9,0,5,0,7,4,AC,0,AC,0,AC,0,NA,0,,
f5b2eec5-fcce-4bfb-81e2-8b52b82a3a15,F,No,FORMACION BASICA,MATUTINO,8,0,8,0,8,0,9,0,9,0,9,0,AC,0,AC,0,AC,0,AC,0,,
9d1d5260-7fcf-4678-aefd-5a4725b8aec7,F,No,FORMACION BASICA,MATUTINO,7,4,7,1,8,4,8,0,7,2,7,2,AC,0,AC,0,AC,0,AC,0,,
4c0f0546-0896-4f64-935d-b32b1b24a952,M,No,FORMACION BASICA,MATUTINO,6,2,7,1,8,0,5,0,5,0,8,0,AC,0,AC,0,AC,0,NA,0,,
1b1127a2-2e42-4545-9fb2-cb68d84e43fc,M,Si,FORMACION BASICA,MATUTINO,,,,,8,2,,,8,0,,,,,,,,,,,,
745576e8-e47a-4392-aadb-bfd5713d5bdf,F,No,FORMACION BASICA,MATUTINO,7,0,7,0,8,0,9,0,9,2,8,0,AC,0,AC,0,AC,0,AC,0,,
95d51c03-3fbe-4185-8436-3375d78ed34e,M,No,FORMACION BASICA,MATUTINO,7,0,10,0,10,0,9,0,10,0,9,0,AC,0,AC,0,AC,0,AC,0,,
623cc7a3-a921-4e96-b95a-448e85ef15bc,M,No,FORMACION BASICA,MATUTINO,5,0,5,0,5,0,5,0,5,0,5,0,,0,,0,,0,,0,,
3acf65ef-37a3-474e-9eaa-c3605b12c120,M,No,FORMACION BASICA,MATUTINO,8,0,7,0,9,0,10,0,10,0,9,0,AC,0,AC,0,AC,0,AC,0,,
52de0ea0-2a55-4f96-9388-9912b66c1132,F,No,FORMACION BASICA,MATUTINO,5,,7,0,7,0,9,0,8,0,9,0,AC,0,AC,0,NA,0,NA,0,,
723a76f5-2d47-4c02-a3c7-cdd0e2598ed6,M,No,FORMACION BASICA,MATUTINO,6,0,8,1,6,0,6,0,6,2,6,1,AC,0,AC,0,AC,0,AC,0,,
f62067d9-999c-42e5-bf9b-0651e985f98c,F,No,FORMACION BASICA,MATUTINO,5,0,5,0,5,0,5,0,5,0,5,0,,0,,0,,0,,0,,
28f7d25c-748d-4d30-beb7-dcaf51f407fa,M,No,FORMACION BASICA,MATUTINO,7,2,8,0,9,0,10,0,8,0,10,0,AC,0,AC,0,AC,0,AC,0,,
943dc7f6-e36f-4aca-a6ce-9374322e02cb,M,No,FORMACION BASICA,MATUTINO,5,6,7,0,8,0,9,0,6,2,7,0,AC,0,AC,0,AC,0,AC,0,,
643dc2fb-f682-4214-a2ec-726505e9b0aa,F,No,FORMACION BASICA,MATUTINO,6,0,7,0,9,2,9,0,7,0,6,0,AC,0,AC,0,AC,0,AC,0,,
01fa1197-c13b-47c0-aed6-6021894e3c8e,M,No,FORMACION BASICA,MATUTINO,5,0,7,0,5,0,9,0,7,0,7,0,AC,0,AC,0,AC,0,AC,0,,
233a91c0-2f6e-461a-9333-e0741b9ec23b,M,No,FORMACION BASICA,MATUTINO,5,0,8,0,6,0,8,0,6,0,7,0,AC,0,AC,0,AC,0,AC,0,,
67a12629-8167-4566-91aa-729114f63d27,M,No,FORMACION BASICA,MATUTINO,7,0,8,1,7,2,5,0,5,0,7,0,AC,0,AC,0,AC,0,AC,0,,
13b2629a-f7a7-47f8-8890-6663721b2f20,M,No,FORMACION BASICA,MATUTINO,7,0,8,0,7,0,8,0,5,2,8,0,AC,0,AC,0,AC,0,AC,0,,
d918b21d-c82d-4a2d-a22c-2e669c81835c,M,No,FORMACION BASICA,MATUTINO,5,0,5,0,5,0,5,0,5,0,5,0,,0,,0,,0,,0,,
093bef87-b58e-4e13-9a10-317abc39f008,F,No,FORMACION BASICA,MATUTINO,7,2,8,0,8,0,9,0,10,2,7,0,AC,0,AC,0,AC,0,AC,0,,
ce3cecea-738f-402e-ba14-0a5020909e9e,M,No,FORMACION BASICA,MATUTINO,5,0,7,0,5,0,9,0,5,2,6,0,AC,0,AC,0,AC,0,AC,0,,
38e9c0a1-f22d-4653-ace7-670f85b764a2,M,No,FORMACION BASICA,MATUTINO,5,0,5,0,5,0,5,0,5,0,5,0,,0,,0,,0,,0,,
5906ce9e-c541-4693-9a4f-3d96b0308d51,M,No,FORMACION BASICA,MATUTINO,5,0,5,0,5,0,5,0,5,0,5,0,,0,,0,,0,,0,,
f687333e-92d5-4fd9-aec0-c3e905743a0e,M,No,FORMACION BASICA,MATUTINO,5,0,6,1,5,2,6,0,5,2,6,0,AC,0,AC,0,NA,0,NA,0,,
9c12e891-8e3e-4d2e-8ad4-408f572baca2,M,No,FORMACION BASICA,MATUTINO,5,0,9,0,9,0,9,0,6,0,8,0,AC,0,AC,0,AC,0,NA,0,,
f5598419-a983-4f2d-8f10-aaf35457e7c7,M,No,FORMACION BASICA,MATUTINO,5,0,10,0,7,0,9,0,6,2,7,0,AC,0,AC,0,AC,0,AC,0,,
75737fb3-025e-49ed-9894-981fcb2cd38b,F,No,FORMACION BASICA,MATUTINO,5,0,5,0,5,0,5,0,5,0,5,0,,0,,0,,0,,0,,
fa0d2480-8285-4cfd-8a30-ecf1b556cb3b,M,No,FORMACION BASICA,MATUTINO,5,0,7,0,5,0,8,0,8,2,6,0,AC,0,AC,0,AC,0,AC,0,,
812a45ab-0ad6-4aa4-8857-24674d1398d0,M,No,FORMACION BASICA,MATUTINO,5,0,8,0,8,0,9,0,8,0,8,0,AC,0,AC,0,AC,0,NA,0,,
8671bf78-9bbe-43b3-a1cf-ee80452f915f,M,No,FORMACION BASICA,MATUTINO,6,2,7,0,7,0,9,0,9,0,9,0,AC,0,AC,0,AC,0,AC,0,,
f95851e0-6c57-4003-850e-c58b3fb25f29,M,No,FORMACION BASICA,MATUTINO,5,14,NP,15,5,4,NP,25,5,2,5,4,AC,0,NA,0,NA,0,AC,0,,
