Id Unico,Genero,Repetidor,Especialidad,Turno,CÁL,Faltas_CÁL,ING,Faltas_ING,FÍS,Faltas_FÍS,ECO,Faltas_ECO,APL,Faltas_APL,EVA,Faltas_EVA,DIR,Faltas_DIR,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TAL2,Faltas_TAL2,TAL3,Faltas_TAL3,TAL4,Faltas_TAL4,TUT,Faltas_TUT
4933cdc3-84ef-4f41-b1fa-2b29599eb493,F,Si,PUERICULTURA,MATUTINO,5,0,6,0,6,5,,,,,,,,,,,,,,,,,,,,,,
a069beac-48a4-4e9f-ab3a-01baa6292cff,M,No,PUERICULTURA,MATUTINO,7,4,10,0,9,0,10,0,10,2,10,0,10,4,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
b2797b1f-9019-4263-bb8a-2c3bfb835725,F,No,PUERICULTURA,MATUTINO,6,1,6,0,6,1,10,0,8,4,9,0,9,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
df985a51-c5fa-4fef-ad3b-2495542fc8b9,F,Si,PUERICULTURA,MATUTINO,,,,,5,7,,,,,,,,,,,,,,,,,,,,,,
46adb1f5-6794-4fac-a1c2-e50ad7fe31e4,F,No,PUERICULTURA,MATUTINO,7,1,8,0,7,0,10,0,8,0,10,0,9,6,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
0ee2eb43-de6f-493f-94ed-a80f5d719205,F,No,PUERICULTURA,MATUTINO,8,0,7,0,7,0,9,0,9,0,9,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
98c8d58d-7028-407b-be10-de535b0f70f2,F,No,PUERICULTURA,MATUTINO,7,0,10,0,8,0,9,0,8,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
cffaba15-401d-4416-a2a5-c04b004f9d92,F,No,PUERICULTURA,MATUTINO,5,2,10,0,7,0,9,0,8,2,10,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
cb113c8c-be76-42d4-8e67-d0b915659663,F,Si,PUERICULTURA,MATUTINO,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,
ffef8844-bcf3-44a1-b22b-e33b09c4208f,F,No,PUERICULTURA,MATUTINO,7,4,9,1,6,2,9,1,8,3,9,1,9,5,NA,0,AC,0,NA,0,AC,0,NA,0,AC,0,,
5f26083a-4d0b-45c4-a575-4396b9f4f060,F,No,PUERICULTURA,MATUTINO,9,1,10,0,9,1,10,0,9,0,10,1,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
15e91846-4f0b-4d52-9f48-db2ee8c5a172,F,No,PUERICULTURA,MATUTINO,5,5,6,0,7,1,9,0,9,4,8,0,8,6,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
83dbf972-f5a7-4463-97e7-43223a192784,F,No,PUERICULTURA,MATUTINO,5,2,9,0,5,2,9,1,10,3,10,0,10,0,AC,0,AC,0,AC,0,NA,0,AC,0,AC,0,,
f07cc6d7-ffb9-42e6-879b-0a2535464ff0,F,No,PUERICULTURA,MATUTINO,5,3,5,0,5,2,9,0,10,0,8,0,9,1,AC,0,NA,0,AC,0,AC,0,AC,0,AC,0,,
82d6f8fc-640a-43a9-b9ad-a49a8ade843f,F,No,PUERICULTURA,MATUTINO,7,2,8,0,8,0,9,0,8,4,10,0,10,1,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
dacae2bc-9a59-4b8d-89e6-cd0f37c7e3ce,F,No,PUERICULTURA,MATUTINO,5,1,8,0,5,0,9,1,8,1,10,0,10,4,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
945e300e-39fc-4682-80da-7815f7f844ba,F,No,PUERICULTURA,MATUTINO,7,1,10,0,7,1,9,0,8,1,9,0,10,0,AC,0,AC,0,AC,0,NA,0,AC,0,AC,0,,
711f763f-0c6f-47b9-8ee7-3ae0f0a8df49,F,No,PUERICULTURA,MATUTINO,9,2,7,0,9,2,10,1,9,2,8,1,10,4,NA,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
342adcb1-db90-4a4e-829c-8e445a0ade5f,F,No,PUERICULTURA,MATUTINO,5,11,5,1,5,5,5,3,5,0,6,0,5,24,NA,0,NA,0,AC,0,NA,0,AC,0,NA,0,,
0d4f8fbe-2fe2-4d49-93ed-fe21528c1cf8,F,No,PUERICULTURA,MATUTINO,5,1,9,0,8,0,10,0,8,2,9,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
1725e476-f7a9-429e-a134-8b354ae951eb,F,No,PUERICULTURA,MATUTINO,8,0,6,0,8,0,10,0,10,0,10,0,10,1,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
a6e9ed3d-e9e7-4dbc-b13e-8e2fa7dbc351,F,No,PUERICULTURA,MATUTINO,7,3,9,0,8,0,10,0,9,4,10,0,10,1,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
502f260c-a606-40f3-ae9a-54c7b065a2c7,F,Si,PUERICULTURA,MATUTINO,5,0,5,1,6,6,,,,,,,,,,,,,,,,,,,,,,
8ef39fe7-a6a3-43d6-9763-a6d3d538c5ab,F,No,PUERICULTURA,MATUTINO,6,1,8,0,8,0,10,0,10,0,10,0,9,1,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
8d4f20be-2430-42ee-9d09-81858d9f076f,F,Si,PUERICULTURA,MATUTINO,5,7,8,0,8,0,9,0,9,3,10,2,10,2,,,,,,,,,,,,,,
064a4066-439b-456a-9cda-dd13c6ab7890,F,No,PUERICULTURA,MATUTINO,8,0,8,0,7,2,10,1,8,0,10,0,10,0,AC,0,AC,0,AC,0,NA,0,AC,0,AC,0,,
3502ceb3-b4df-49b8-a10b-6cc371f40aa7,F,No,PUERICULTURA,MATUTINO,7,0,9,0,9,0,10,0,9,4,10,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
