Id Unico,Genero,Repetidor,Especialidad,Turno,CÁL,Faltas_CÁL,ING,Faltas_ING,FÍS,Faltas_FÍS,ECO,Faltas_ECO,APL,Faltas_APL,EVA,Faltas_EVA,DIR,Faltas_DIR,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TAL2,Faltas_TAL2,TAL3,Faltas_TAL3,TAL4,Faltas_TAL4,TUT,Faltas_TUT
02daa265-8c46-49dc-a6f2-a4f41f5504f3,F,No,PUERICULTURA,MATUTINO,10,0,10,0,9,0,10,0,9,0,10,0,10,2,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
99e5aeee-96f4-4c8d-b56a-2f3cdab00c35,F,No,PUERICULTURA,MATUTINO,5,1,7,0,8,1,8,0,10,0,8,0,9,0,NA,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
3b0eaf1f-3239-431f-8d7a-114d49feeaf5,F,No,PUERICULTURA,MATUTINO,8,1,9,0,8,0,10,0,9,0,10,0,10,1,AC,0,AC,0,NA,0,AC,0,NA,0,AC,0,,
9b4785a9-0b44-4735-b906-3a62e8617646,F,No,PUERICULTURA,MATUTINO,5,2,9,0,9,0,10,1,9,4,10,0,9,1,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
7517c3be-9570-4e98-a3c9-1cad7bb7831c,F,No,PUERICULTURA,MATUTINO,10,2,9,0,10,0,10,0,9,4,10,3,10,5,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
fbe42599-62f3-4c35-a038-37afb15a22b1,F,No,PUERICULTURA,MATUTINO,5,0,8,0,9,0,10,0,10,0,9,0,9,5,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
71c8995b-8cf5-4524-9489-3bc7109f19db,F,No,PUERICULTURA,MATUTINO,9,1,10,0,10,0,10,0,8,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
95923e23-b7f5-4cbc-8cca-a8b9e030ecbc,F,No,PUERICULTURA,MATUTINO,8,1,7,0,9,0,10,0,9,0,10,0,10,1,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
e3454bbe-845c-4c79-9074-0adf31f23ff9,F,No,PUERICULTURA,MATUTINO,8,2,8,0,8,0,10,0,9,3,10,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
d5b345a6-a1db-40e9-a9c9-94aa7cfc174b,F,Si,PUERICULTURA,MATUTINO,,,,,7,2,,,,,,,,,,,,,,,,,,,,,,
325ef3a0-c28f-4e41-b9e0-e5d4dc475d24,F,No,PUERICULTURA,MATUTINO,7,5,5,0,5,0,5,0,8,5,8,0,7,0,NA,0,NA,0,AC,0,AC,0,NA,0,AC,0,,
b4e9cdbe-b6ff-40d3-ae38-75ef3c530c4e,F,No,PUERICULTURA,MATUTINO,8,2,7,0,5,1,9,0,10,0,9,0,10,3,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
5653839d-44eb-4d81-9805-5b0288bab9a8,F,No,PUERICULTURA,MATUTINO,9,1,9,0,9,0,10,0,9,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
22382223-889d-495d-a33c-05201118e42d,F,No,PUERICULTURA,MATUTINO,10,0,9,0,10,0,10,0,9,0,10,0,10,0,AC,0,NA,0,AC,0,NA,0,AC,0,AC,0,,
14364bdc-c006-4f9d-8cd9-d31d4bbcb422,F,No,PUERICULTURA,MATUTINO,8,4,6,0,9,2,9,1,8,5,10,0,10,4,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
fa0fc759-510c-44d2-baa5-2619841e28cf,F,No,PUERICULTURA,MATUTINO,8,0,9,0,9,0,10,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
ba7368f1-5b67-49f7-ae0c-50e9755f23ba,F,Si,PUERICULTURA,MATUTINO,5,8,5,12,6,5,5,4,9,4,,,,,,,,,,,,,,,,,,
469afdbb-9e4b-4931-81d0-d489d5694ce9,F,No,PUERICULTURA,MATUTINO,7,0,7,0,6,2,9,0,9,4,8,0,9,2,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
ee3098c8-9ad7-4804-b0af-069569d20e60,F,No,PUERICULTURA,MATUTINO,7,4,7,0,9,0,10,0,10,0,10,0,9,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
5b8cf642-2f63-49a8-8ab5-601144a1abcb,F,No,PUERICULTURA,MATUTINO,7,2,9,0,9,1,10,1,9,4,10,1,10,4,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
93059e36-2b56-4aa9-97b5-8627046212a9,F,No,PUERICULTURA,MATUTINO,9,0,9,0,8,1,10,1,9,2,10,1,10,0,AC,0,AC,0,AC,0,NA,0,AC,0,AC,0,,
b0641061-a06e-472b-8352-c0dad3ce3eb8,F,No,PUERICULTURA,MATUTINO,5,20,6,0,6,6,9,4,8,10,9,3,10,1,NA,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
a28840b8-919f-4472-ad28-68b2ae58408d,F,Si,PUERICULTURA,MATUTINO,NP,20,5,2,5,12,,,NP,30,,,,,,,,,,,,,,,,,,
35f29c8e-112b-45fa-a551-eaa4bb680784,F,No,PUERICULTURA,MATUTINO,7,1,6,0,7,0,10,0,8,3,8,0,8,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
25b17d6f-62ea-43b1-bfda-6e91585bec3f,F,Si,PUERICULTURA,MATUTINO,NP,20,,,7,2,,,,,,,,,,,,,,,,,,,,,,
0fe7e5bc-a3ee-4b41-ab80-cd7a18aae18f,F,No,PUERICULTURA,MATUTINO,8,0,6,0,9,0,9,0,9,0,10,0,9,0,AC,0,NA,0,AC,0,AC,0,AC,0,AC,0,,
0fc1b412-5b2e-4ea9-843d-34767a0b1690,F,No,PUERICULTURA,MATUTINO,9,3,8,0,8,2,10,0,8,6,10,0,10,1,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
10c2c072-b584-447e-9de2-32c936ba2a31,F,No,PUERICULTURA,MATUTINO,8,1,8,0,8,0,9,0,9,0,10,0,10,1,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
6f4b69e1-00b8-4a4c-8386-ef9bf9effecb,F,No,PUERICULTURA,MATUTINO,5,2,6,0,5,0,9,1,9,0,10,0,10,1,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
