Id Unico,Genero,Repetidor,Especialidad,Turno,GEO,Faltas_GEO,ING,Faltas_ING,QUÍ,Faltas_QUÍ,LEC,Faltas_LEC,DET,Faltas_DET,IMP,Faltas_IMP,APL,Faltas_APL,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TUT,Faltas_TUT
e1d9a76e-58cc-4dea-a660-d93aa7e1c231,F,Si,PUERICULTURA,MATUTINO,,,,,,,,,5,19,8,0,,,,,,,,,,
993fcba1-6cbe-4f92-905c-fd522edb204f,F,No,PUERICULTURA,MATUTINO,5,9,NP,8,5,10,5,10,5,14,7,5,5,10,NA,0,NA,0,NA,0,,
1206499b-de1d-4be6-9193-74e37ae975c3,F,Si,PUERICULTURA,MATUTINO,,,,,,,5,9,,,,,,,,,,,,,,
d65822f5-a4e2-40ab-9c5d-443f5a952f9f,F,No,PUERICULTURA,MATUTINO,7,1,5,0,6,0,10,0,5,0,10,0,7,2,NA,0,NA,0,AC,0,,
b37c4d19-6882-4ad8-bfa2-a6c26ab42e46,F,No,PUERICULTURA,MATUTINO,5,2,5,2,5,5,9,0,5,3,7,3,5,4,AC,0,NA,0,AC,0,,
26217e10-1556-4c77-8d3a-ede86611c60f,F,No,PUERICULTURA,MATUTINO,8,2,7,2,6,0,10,0,8,0,10,0,6,4,AC,0,AC,0,AC,0,,
12fb45cb-f0b2-4362-89b1-efa5df45656b,F,Si,PUERICULTURA,MATUTINO,,,,,,,,,,,8,0,,,,,,,,,,
49500334-b8f1-49dd-9f01-d670fccfaf52,F,No,PUERICULTURA,MATUTINO,6,2,6,1,5,2,7,0,6,0,10,0,8,0,AC,0,AC,0,AC,0,,
28399559-7c6e-40f6-9dbb-c4ed9095f073,F,Si,PUERICULTURA,MATUTINO,6,4,,,,,,,,,,,NP,30,,,,,,,,
bcc837f3-f6f5-4d57-afd1-2359a01b013d,F,No,PUERICULTURA,MATUTINO,5,5,5,7,5,6,9,0,7,11,5,18,6,6,NA,0,NA,0,AC,0,,
79e79001-d88f-4c9a-ba89-e869ac53ee93,F,No,PUERICULTURA,MATUTINO,8,1,5,0,8,0,10,0,8,0,10,0,8,0,AC,0,AC,0,AC,0,,
f295e7d3-9081-4f70-8048-d37b4abc9bbf,F,No,PUERICULTURA,MATUTINO,5,2,NP,8,NP,18,9,0,5,7,5,15,5,6,AC,0,NA,0,AC,0,,
17021339-c990-40cc-9191-98b91e2c327a,F,No,PUERICULTURA,MATUTINO,6,0,5,0,6,0,10,0,5,2,8,0,5,0,AC,0,NA,0,AC,0,,
5cc839e1-8205-4ee9-8d33-cc183572339f,F,No,PUERICULTURA,MATUTINO,10,0,5,2,9,0,9,0,5,3,10,0,8,4,AC,0,AC,0,AC,0,,
d5f45ce1-d7be-471f-9747-c3938b0c3c0e,F,No,PUERICULTURA,MATUTINO,7,2,7,1,5,1,9,0,8,0,10,0,7,1,AC,0,AC,0,AC,0,,
d9b967f8-64e3-46fe-8742-f6038bd63bc5,F,No,PUERICULTURA,MATUTINO,5,6,5,5,5,9,9,0,5,14,5,7,5,10,NA,0,NA,0,AC,0,,
97235b95-aec6-4373-a54d-d3b1e5124a39,F,No,PUERICULTURA,MATUTINO,7,4,5,2,8,0,10,0,7,4,10,3,7,1,AC,0,AC,0,AC,0,,
e1609357-41da-4031-b683-90ef3e930e87,F,No,PUERICULTURA,MATUTINO,8,1,7,2,7,0,10,0,5,1,10,0,8,2,AC,0,AC,0,AC,0,,
0d360aa7-52e6-4bd3-a9df-0887456ef2f6,F,No,PUERICULTURA,MATUTINO,6,3,5,5,5,5,9,0,7,5,10,1,6,0,NA,0,AC,0,AC,0,,
cbe75368-edad-44a4-a9f2-9b05ffc109b5,F,No,PUERICULTURA,MATUTINO,7,3,5,3,8,0,9,0,6,1,10,1,5,10,AC,0,AC,0,AC,0,,
634a2ddb-7907-4f1e-a45e-9b6b39ac332c,F,No,PUERICULTURA,MATUTINO,8,1,7,5,8,0,10,0,7,5,10,1,6,5,AC,0,AC,0,AC,0,,
5603d2f0-8308-4753-ae16-8e47d2f55e80,F,No,PUERICULTURA,MATUTINO,NP,20,NP,8,NP,18,9,0,NP,21,NP,22,NP,30,NA,0,NA,0,NP,0,,
8c9679bd-814c-4e0f-a0dd-f76074408b2a,F,No,PUERICULTURA,MATUTINO,5,4,5,3,5,5,10,0,7,4,9,0,9,7,AC,0,NA,0,AC,0,,
0ae4bc7e-ae2b-4511-ab13-919ff8a4e255,F,No,PUERICULTURA,MATUTINO,6,2,7,2,5,0,10,0,7,0,10,0,7,3,AC,0,AC,0,AC,0,,
18fd1d76-b55e-409f-b0d9-a9d49a36a795,F,No,PUERICULTURA,MATUTINO,5,2,5,6,5,3,9,0,6,5,10,0,7,4,NA,0,NA,0,AC,0,,
05258a9d-9754-4f90-9e3e-03a5ddb80ba8,F,Si,PUERICULTURA,MATUTINO,5,0,8,0,9,0,,,7,5,9,4,,,,,,,,,,
c2d35063-bf45-4a1a-a3e8-cd07e0763974,F,No,PUERICULTURA,MATUTINO,8,0,5,2,5,5,10,0,7,0,10,0,8,0,AC,0,AC,0,AC,0,,
fb47c552-de3d-49c4-ae2b-bc3b2d207d32,F,No,PUERICULTURA,MATUTINO,5,5,5,6,5,5,9,0,5,10,9,2,7,6,NA,0,NA,0,AC,0,,
71e823c9-ee90-49ee-a5ca-10fe8d7b3877,F,No,PUERICULTURA,MATUTINO,5,0,5,2,6,1,9,0,7,0,9,2,7,0,AC,0,NA,0,AC,0,,
e3a65983-1121-4059-b5bf-6fc62748f9ee,F,No,PUERICULTURA,MATUTINO,5,3,6,2,6,1,9,0,7,6,10,0,7,3,NA,0,NA,0,AC,0,,
40dc5c3d-50ec-436c-b728-4c4bb0eb92bd,F,Si,PUERICULTURA,MATUTINO,5,5,5,5,5,6,,,6,2,,,8,5,,,,,,,,
347beb46-0cd7-453d-9cc1-de89caa4b3d9,F,No,PUERICULTURA,MATUTINO,8,0,7,1,7,1,10,0,9,1,10,0,7,2,AC,0,AC,0,AC,0,,
d5717944-221a-43d6-a9a0-6de0eeec47a2,F,No,PUERICULTURA,MATUTINO,5,0,5,2,5,1,10,0,7,5,10,0,7,1,NA,0,NA,0,AC,0,,
a71f128d-9bb0-4e6a-ba61-9ad63723dfcc,F,Si,PUERICULTURA,MATUTINO,,,,,,,,,9,2,,,,,,,,,,,,
0fe66d35-a905-4b45-b595-3c3b22672d1a,F,No,PUERICULTURA,MATUTINO,6,0,6,0,8,0,9,0,7,0,9,3,8,0,AC,0,AC,0,AC,0,,
92691d3b-2e89-445b-b489-ee78ef4ba47e,F,No,PUERICULTURA,MATUTINO,5,3,5,2,5,1,9,0,5,7,5,3,5,0,AC,0,NA,0,AC,0,,
cdcb2f1e-7622-44ba-ba41-4d350532c1ea,F,No,PUERICULTURA,MATUTINO,9,0,7,0,10,0,10,0,7,0,10,0,9,0,AC,0,AC,0,AC,0,,
a5f32c68-5d7c-4ba4-abb9-3c486e86908f,F,Si,PUERICULTURA,MATUTINO,,,NP,8,,,,,5,13,NP,22,NP,30,,,,,,,,
b1dd1e78-840a-408f-9eb8-7639308145e3,F,Si,PUERICULTURA,MATUTINO,,,,,,,,,9,7,,,,,,,,,,,,
39800d2b-4629-419a-bf39-1a8e9e21578d,F,No,PUERICULTURA,MATUTINO,5,3,5,3,5,1,9,0,6,3,10,0,5,0,NA,0,NA,0,AC,0,,
9fcdf491-54f9-418e-81d1-b81a14a0b629,F,No,PUERICULTURA,MATUTINO,5,4,5,3,5,1,9,0,5,13,10,4,5,3,NA,0,NA,0,AC,0,,
faf76f81-014e-492d-a5a2-c7de12685d4b,F,No,PUERICULTURA,MATUTINO,6,4,5,3,6,2,10,0,5,6,5,5,5,5,NA,0,NA,0,AC,0,,
72acacb2-6c15-460a-aafc-6cd60d1f1a46,F,Si,PUERICULTURA,MATUTINO,5,5,6,1,5,4,,,,,,,,,,,,,,,,
537f5c77-9fe7-4ef5-8bb2-018060f48491,F,No,PUERICULTURA,MATUTINO,6,7,5,1,7,3,9,1,5,0,10,2,7,0,AC,0,AC,0,AC,0,,
0d78d83a-f7bb-4a77-a5f0-fa2c507aab28,M,No,PUERICULTURA,MATUTINO,7,3,5,0,10,1,9,0,5,3,10,0,6,4,AC,0,AC,0,AC,0,,
ff7d32d5-91d3-40ee-b93e-f335744af1fe,F,No,PUERICULTURA,MATUTINO,5,0,5,1,8,0,9,0,7,2,9,2,7,0,AC,0,AC,0,AC,0,,
bddadcc2-375d-40a6-87c3-28793d528ee9,F,No,PUERICULTURA,MATUTINO,5,1,5,1,5,0,9,0,5,2,10,3,6,1,AC,0,AC,0,AC,0,,
66dc90f3-7888-4d24-b4cc-656551f1b184,F,No,PUERICULTURA,MATUTINO,5,1,6,0,9,0,9,0,7,0,9,3,8,0,AC,0,AC,0,AC,0,,
86bed5a8-508c-4005-b075-f11cea6eee0e,F,Si,PUERICULTURA,MATUTINO,,,9,3,,,,,,,,,,,,,,,,,,
95280563-bf63-4b40-aeae-6e8ab7b1c14d,F,No,PUERICULTURA,MATUTINO,5,1,5,1,5,4,9,0,5,5,8,2,5,2,AC,0,NA,0,AC,0,,
f2b2da81-75bb-450d-9cb8-0d18e7eb352a,F,No,PUERICULTURA,MATUTINO,5,4,7,4,5,2,10,0,6,3,10,1,7,1,NA,0,AC,0,AC,0,,
18fa483f-7484-46a0-94d3-0a733f5c1d35,F,No,PUERICULTURA,MATUTINO,7,5,5,3,10,0,9,0,9,1,10,0,9,2,AC,0,NA,0,AC,0,,
dc61243d-e9b0-4fcc-b73d-27327b138ef8,F,No,PUERICULTURA,MATUTINO,5,2,5,0,5,0,9,0,7,5,10,0,6,0,AC,0,AC,0,AC,0,,
c1dfe9f2-a69a-4683-9c5e-ebf804110dc3,F,No,PUERICULTURA,MATUTINO,5,1,5,2,5,1,9,0,5,4,10,3,6,3,NA,0,NA,0,AC,0,,
3e55cb72-6900-489c-9fb1-ed825e03d361,F,Si,PUERICULTURA,MATUTINO,,,,,NP,14,,,5,11,,,,,,,,,,,,
