Id Unico,Genero,Repetidor,Especialidad,Turno,GEO,Faltas_GEO,ING,Faltas_ING,QUÍ,Faltas_QUÍ,LEC,Faltas_LEC,INS,Faltas_INS,DIA,Faltas_DIA,ELA,Faltas_ELA,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TUT,Faltas_TUT
7fc8a892-7ead-4500-916b-b01a98cfe073,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,0,8,0,9,4,6,2,9,6,10,0,8,4,AC,0,AC,0,AC,0,,
fef8bb74-593b-4541-a0e7-f4c6484f9c45,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,3,7,3,5,3,5,4,5,2,9,0,10,4,AC,0,NA,0,AC,0,,
1c8e6604-7fae-451d-8e50-5aafbf63dd82,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,4,7,2,6,7,5,4,5,9,8,0,5,10,NA,0,NA,0,NA,0,,
fb2d5551-b217-4ee1-87e3-ef1954704831,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,2,6,1,5,4,6,0,5,0,9,0,5,6,AC,0,NA,0,NA,0,,
ae428089-c506-4272-94ed-563329e16810,M,Si,PRODUCCIÓN INDUSTRIAL,MATUTINO,7,5,,,,,,,,,10,0,9,8,,,,,,,,
822ae2ae-ba2c-4e40-a7ae-45bd4a5a7bff,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,5,7,2,8,2,8,4,5,4,5,0,9,7,NA,0,NA,0,AC,0,,
41d4bf49-3c3f-4e58-ae52-1f496a6d688a,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,9,0,9,0,9,1,9,0,9,0,10,0,10,1,AC,0,AC,0,AC,0,,
a4308413-4d7a-41fc-9682-f428fb93d959,F,Si,PRODUCCIÓN INDUSTRIAL,MATUTINO,,,7,3,5,3,,,,,,,,,,,,,,,,
19b2bf9a-95a2-4a99-8884-8b59b15727dc,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,7,4,9,1,6,1,7,0,9,0,10,0,10,0,AC,0,NA,0,AC,0,,
4dabbbfb-3294-4901-9be5-4b846958fa54,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,NP,16,NP,8,NP,22,NP,15,NP,25,NP,25,5,30,AC,0,NA,0,NA,0,,
2baae2bc-1065-4c56-aa0e-5c8f08322b50,M,Si,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,8,,,,,,,,,,,,,,,,,,,,
ef00e109-d4ab-464c-809a-bd1b9cf385d6,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,3,6,1,5,3,7,0,5,4,10,0,5,5,AC,0,NA,0,AC,0,,
5c70539d-ca21-4297-9d06-a566677c1767,M,Si,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,8,,,6,4,,,,,,,,,,,,,,,,
1ffd57f3-0899-440e-8e24-bc7b36396902,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,0,5,0,5,6,5,6,5,4,5,3,7,7,AC,0,NA,0,NA,0,,
440c3143-9bd1-41d5-a0e2-dbd4c21bc361,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,0,5,0,5,0,5,0,5,0,5,0,5,0,,0,,0,,0,,
95943b11-7080-4315-8ec6-1e23ffcbac45,M,Si,PRODUCCIÓN INDUSTRIAL,MATUTINO,,,,,6,7,,,,,,,,,,,,,,,,
7cb86065-542e-4289-9d2b-be4f69553fea,M,Si,PRODUCCIÓN INDUSTRIAL,MATUTINO,,,,,,,5,8,6,12,,,,,,,,,,,,
4c0f0546-0896-4f64-935d-b32b1b24a952,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,3,5,2,5,7,6,0,5,8,5,0,5,10,AC,0,NA,0,NA,0,,
95d51c03-3fbe-4185-8436-3375d78ed34e,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,8,0,10,0,9,0,8,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,,
3acf65ef-37a3-474e-9eaa-c3605b12c120,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,0,10,0,9,0,7,2,8,2,9,0,10,2,AC,0,AC,0,NA,0,,
52de0ea0-2a55-4f96-9388-9912b66c1132,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,7,0,7,0,7,1,8,0,8,2,10,0,10,3,AC,0,NA,0,AC,0,,
723a76f5-2d47-4c02-a3c7-cdd0e2598ed6,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,6,8,4,7,3,8,0,9,6,5,0,8,9,NA,0,NA,0,NA,0,,
6ba907e5-d80d-4ef3-8e75-b275d9b039a2,M,Si,PRODUCCIÓN INDUSTRIAL,MATUTINO,,,,,,,,,,,8,0,9,6,,,,,,,,
28f7d25c-748d-4d30-beb7-dcaf51f407fa,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,8,0,9,1,8,1,8,0,10,0,10,1,10,0,AC,0,AC,0,AC,0,,
643dc2fb-f682-4214-a2ec-726505e9b0aa,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,7,0,8,1,7,1,8,0,9,2,10,0,9,2,AC,0,AC,0,AC,0,,
01fa1197-c13b-47c0-aed6-6021894e3c8e,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,8,7,1,5,3,5,2,7,2,9,0,8,8,AC,0,NA,0,NA,0,,
233a91c0-2f6e-461a-9333-e0741b9ec23b,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,4,5,2,6,7,6,2,5,11,5,3,8,12,AC,0,NA,0,AC,0,,
35f29c8e-112b-45fa-a551-eaa4bb680784,F,Si,PRODUCCIÓN INDUSTRIAL,MATUTINO,,,,,8,2,,,,,,,,,,,,,,,,
67a12629-8167-4566-91aa-729114f63d27,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,2,10,1,5,1,6,0,8,2,8,0,10,3,AC,0,NA,0,NA,0,,
1a0ed2a4-d868-4686-9f8b-49c755d33bd6,M,Si,PRODUCCIÓN INDUSTRIAL,MATUTINO,,,7,4,5,7,,,,,,,,,,,,,,,,
13b2629a-f7a7-47f8-8890-6663721b2f20,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,4,6,3,7,6,7,0,5,6,8,0,5,15,AC,0,NA,0,NA,0,,
ce3cecea-738f-402e-ba14-0a5020909e9e,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,3,NP,2,5,7,5,2,5,1,5,0,7,6,AC,0,NA,0,NA,0,,
f687333e-92d5-4fd9-aec0-c3e905743a0e,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,0,7,0,6,0,5,0,6,0,5,0,9,0,AC,0,NA,0,NA,0,,
cbc7eef3-e7c7-452d-b06b-3fd8b0f1edaa,F,Si,PRODUCCIÓN INDUSTRIAL,MATUTINO,,,5,3,5,22,,,,,,,,,,,,,,,,
e7eeabf2-a7e5-4196-9d58-9cdb05c1fbe7,F,Si,PRODUCCIÓN INDUSTRIAL,MATUTINO,,,8,2,,,,,,,,,,,,,,,,,,
9c12e891-8e3e-4d2e-8ad4-408f572baca2,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,2,8,0,5,2,5,0,7,4,8,0,9,2,NA,0,NA,0,NA,0,,
f5598419-a983-4f2d-8f10-aaf35457e7c7,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,5,7,2,6,4,5,2,6,6,9,0,8,8,NA,0,NA,0,NA,0,,
aab26edc-b850-4b99-b0c2-0bb17830034c,M,Si,PRODUCCIÓN INDUSTRIAL,MATUTINO,,,7,1,8,3,,,,,,,,,,,,,,,,
fa0d2480-8285-4cfd-8a30-ecf1b556cb3b,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,NP,16,NP,2,NP,22,NP,15,NP,25,5,0,NP,30,AC,0,NA,0,NA,0,,
812a45ab-0ad6-4aa4-8857-24674d1398d0,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,4,7,2,6,1,6,2,7,2,9,0,7,3,AC,0,AC,0,AC,0,,
8671bf78-9bbe-43b3-a1cf-ee80452f915f,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,0,7,0,6,3,6,0,8,0,9,0,9,4,AC,0,AC,0,NA,0,,
