Id Unico,Genero,Repetidor,Especialidad,Turno,GEO,Faltas_GEO,ING,Faltas_ING,QUÍ,Faltas_QUÍ,LEC,Faltas_LEC,DET,Faltas_DET,IMP,Faltas_IMP,APL,Faltas_APL,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TUT,Faltas_TUT
082339cb-d2f0-4f60-8974-dc565f69cfda,F,Si,PUERICULTURA,MATUTINO,7,3,10,0,7,2,,,9,2,,,7,10,,,,,,,,
17520f70-4586-4a54-b2fe-4f7e1a1d974d,F,No,PUERICULTURA,MATUTINO,9,0,5,5,7,2,8,1,9,2,10,2,9,2,AC,0,AC,0,AC,0,,
9e22fc0c-4901-41fe-91b4-d349ea591443,F,No,PUERICULTURA,MATUTINO,9,0,8,0,9,0,10,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,,
8f0a033b-2061-4d6a-a3a8-c79222d8f28f,F,No,PUERICULTURA,MATUTINO,,,,,NP,18,,,NP,12,NP,22,NP,30,,,,,,,,
506c86e6-8c13-4792-b01f-a59bf647b083,F,Si,PUERICULTURA,MATUTINO,,,,,,,,,NP,12,,,,,,,,,,,,
4a4ef886-3459-4a69-8908-007b80886d23,F,No,PUERICULTURA,MATUTINO,9,0,9,0,7,0,9,0,10,0,10,0,9,0,AC,0,AC,0,AC,0,,
605a513e-0141-43a6-b79d-39dd1170daf9,F,No,PUERICULTURA,MATUTINO,5,2,7,2,5,1,7,2,9,0,10,0,5,8,NA,0,AC,0,AC,0,,
37b1aab2-2728-49e1-965e-13fa5fd97676,F,No,PUERICULTURA,MATUTINO,10,0,9,3,10,0,10,0,10,0,10,0,9,2,AC,0,AC,0,AC,0,,
43d1ff24-ef29-4e12-b426-baa578b54c96,F,No,PUERICULTURA,MATUTINO,5,2,6,6,8,2,9,0,10,0,10,0,6,8,NA,0,AC,0,AC,0,,
82d8c610-ae35-450a-b9d3-4acf04f4f7bf,F,No,PUERICULTURA,MATUTINO,6,3,7,5,5,3,9,0,9,2,10,0,6,2,NA,0,AC,0,AC,0,,
66dc5458-35f2-4e66-ad47-813a60a99047,F,Si,PUERICULTURA,MATUTINO,,,,,,,,,,,,,7,2,,,,,,,,
c5a6f50f-dbc3-4e25-8423-471957c73ee9,F,No,PUERICULTURA,MATUTINO,5,4,5,7,7,1,9,0,9,0,10,0,6,10,AC,0,AC,0,AC,0,,
fa0eaae1-d67b-4360-a348-ca67542e6719,F,No,PUERICULTURA,MATUTINO,9,0,7,0,7,0,8,1,10,2,10,0,9,0,AC,0,AC,0,AC,0,,
6153a6d6-3ec3-426e-89ca-b7be45070820,F,No,PUERICULTURA,MATUTINO,5,5,8,2,6,3,10,0,8,0,10,0,7,6,NA,0,AC,0,AC,0,,
5f4e9b36-b0cd-4791-9f07-3f2998b43479,F,No,PUERICULTURA,MATUTINO,9,0,5,3,5,1,8,1,9,2,10,1,6,12,NA,0,AC,0,AC,0,,
364d4917-58f0-437e-8fca-54e9613cb917,F,No,PUERICULTURA,MATUTINO,8,0,8,0,9,0,9,0,10,0,10,0,10,1,AC,0,AC,0,AC,0,,
cef01a83-638f-426c-ae2e-6977b2b57319,F,Si,PUERICULTURA,MATUTINO,8,0,,,6,2,,,10,0,,,,,,,,,,,,
a15e8ae1-bef0-4676-8881-1055f4e31e73,F,No,PUERICULTURA,MATUTINO,9,0,8,3,8,1,9,0,10,0,10,0,8,0,AC,0,AC,0,AC,0,,
8ef0666f-036a-4bea-8b13-00b593c3b96e,F,No,PUERICULTURA,MATUTINO,8,0,8,4,6,1,9,0,9,0,10,0,8,2,AC,0,AC,0,AC,0,,
26380ae8-f3d6-452a-bef9-55585561b571,F,No,PUERICULTURA,MATUTINO,7,1,5,0,5,1,10,0,9,0,10,1,7,4,AC,0,AC,0,AC,0,,
e947fc38-2713-493c-b33d-18bc1aea0718,M,Si,PUERICULTURA,MATUTINO,5,0,,,5,5,,,,,,,,,,,,,,,,
79ef7e70-5226-44d6-940f-ec2cb4817b27,F,No,PUERICULTURA,MATUTINO,8,0,5,0,7,0,8,1,9,0,10,0,7,2,AC,0,AC,0,AC,0,,
e81bb440-3f38-49d4-a816-0a6eb4019d7d,F,No,PUERICULTURA,MATUTINO,7,4,5,7,7,2,9,0,9,2,9,5,7,8,NA,0,NA,0,AC,0,,
06a1f977-d65d-47e9-bb03-8f42158630a0,F,No,PUERICULTURA,MATUTINO,8,0,8,1,8,0,9,0,10,0,10,1,9,0,AC,0,AC,0,AC,0,,
1d9355b8-79fb-426a-a2b1-7146bc0e1adc,F,No,PUERICULTURA,MATUTINO,5,5,5,2,5,8,7,2,9,8,7,8,5,12,NA,0,NA,0,NA,0,,
