Id Unico,Genero,Repetidor,Especialidad,Turno,GEO,Faltas_GEO,ING,Faltas_ING,QUÍ,Faltas_QUÍ,LEC,Faltas_LEC,ELA,Faltas_ELA,OPE,Faltas_OPE,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TUT,Faltas_TUT
14364bdc-c006-4f9d-8cd9-d31d4bbcb422,F,Si,INSTRUMENTACION INDUSTRIAL,MATUTINO,,,9,5,,,,,,,,,,,,,,,,
9dadb561-9c36-4ceb-882e-beb7409efb29,F,Si,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,2,,,6,2,,,,,,,,,,,,,,
d99d5610-c1c8-4dde-9674-1836000ef30e,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,0,9,4,5,4,5,3,5,3,6,20,AC,0,AC,0,AC,0,,
926076f4-5789-425a-a7cf-6bb9a4d0e370,M,Si,INSTRUMENTACION INDUSTRIAL,MATUTINO,6,1,,,,,,,,,,,,,,,,,,
15bdda50-c185-455b-8fae-e0451b008b04,F,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,0,7,3,7,0,6,5,5,6,6,0,AC,0,NA,0,AC,0,,
0a7bdaf0-93d5-4189-9057-de666042db07,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,1,7,4,5,6,5,2,5,11,5,22,AC,0,NA,0,NA,0,,
469afdbb-9e4b-4931-81d0-d489d5694ce9,F,Si,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,5,,,6,4,,,,,,,,,,,,,,
840f24bc-fa7a-46ab-b640-30717735cc00,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,0,7,4,5,6,7,3,5,7,6,0,NA,0,NA,0,AC,0,,
5b8cf642-2f63-49a8-8ab5-601144a1abcb,F,Si,INSTRUMENTACION INDUSTRIAL,MATUTINO,,,9,2,,,,,,,,,,,,,,,,
a4c41536-94b5-4b82-8819-dcbcc34e5ee4,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,,,,,,,,,9,16,5,0,,,,,,,,
653b0a4c-216d-4e5b-82fe-4428a1e91686,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,8,0,9,2,8,0,8,2,9,0,10,3,AC,0,AC,0,AC,0,,
d14ea4a7-2162-40ef-a95c-5c172c07f6d2,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,0,10,2,5,2,7,3,5,3,6,0,AC,0,NA,0,NA,0,,
290a70df-72f6-4f03-b832-d9ea18380bc4,F,Si,INSTRUMENTACION INDUSTRIAL,MATUTINO,6,3,,,,,,,,,,,,,,,,,,
9cca076d-1d16-4eb7-8817-06245145bde9,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,3,7,3,7,4,7,0,5,2,10,0,AC,0,NA,0,AC,0,,
d886f2b1-412d-4017-bf3e-b9456eed2e8a,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,2,8,3,6,2,7,2,7,2,8,0,NA,0,AC,0,AC,0,,
a7fc7fe8-168f-43e8-aa3b-39cd99052f5c,M,Si,INSTRUMENTACION INDUSTRIAL,MATUTINO,,,,,5,2,,,,,8,0,,,,,,,,
94c667bc-f5a2-486a-89bb-4bf17b8233f5,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,0,8,2,5,2,5,2,5,4,10,0,NA,0,NA,0,AC,0,,
90e752a9-5ca0-46e9-a580-9644b88875c8,F,Si,INSTRUMENTACION INDUSTRIAL,MATUTINO,,,,,7,2,,,,,,,,,,,,,,
fe13f316-fc47-41c6-915a-55d814f71d30,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,7,0,10,1,8,0,7,0,7,0,6,0,AC,0,AC,0,AC,0,,
c197ba46-cab1-404e-b8e9-9e0266a6a405,F,Si,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,5,,,5,8,,,,,,,,,,,,,,
0fc1b412-5b2e-4ea9-843d-34767a0b1690,F,Si,INSTRUMENTACION INDUSTRIAL,MATUTINO,,,8,3,,,,,,,,,,,,,,,,
2df90cce-91a0-4342-b4db-66f3acd50f2d,F,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,NP,14,NP,16,6,0,NP,15,NP,37,6,0,AC,0,NA,0,AC,0,,
7deb81a8-29f9-41c5-8494-c3185cfc3123,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,1,7,2,5,0,7,1,7,0,8,0,AC,0,AC,0,AC,0,,
56bbcdc8-7181-4a75-b1d7-fe884688d71c,F,Si,INSTRUMENTACION INDUSTRIAL,MATUTINO,6,8,,,,,,,,,,,,,,,,,,
48b9aab6-9be3-422f-b375-78e6ab33f827,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,0,9,4,7,0,8,1,6,0,8,2,AC,0,AC,0,AC,0,,
63477a38-d989-4463-a898-f12c546f1d1a,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,1,7,2,6,2,5,2,5,6,10,2,AC,0,NA,0,AC,0,,
4474afc0-1c07-4c7c-b59c-61a9ecde75c2,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,7,0,10,2,8,0,8,0,8,0,6,0,AC,0,AC,0,AC,0,,
