Id Unico,Genero,Repetidor,Especialidad,Turno,CÁL,Faltas_CÁL,ING,Faltas_ING,FÍS,Faltas_FÍS,ECO,Faltas_ECO,APL,Faltas_APL,EVA,Faltas_EVA,DIR,Faltas_DIR,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TAL2,Faltas_TAL2,TAL3,Faltas_TAL3,TAL4,Faltas_TAL4,TUT,Faltas_TUT
676955b6-c3d3-46b0-a27d-2b2e8603cbce,F,No,PUERICULTURA,MATUTINO,7,6,7,4,10,1,10,0,10,6,10,0,10,1,AC,0,NA,0,AC,0,AC,0,AC,0,AC,0,,
ee8d7572-f534-4d25-899a-2dc00dcaab35,F,No,PUERICULTURA,MATUTINO,7,3,8,4,8,1,10,2,8,0,10,0,10,1,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
a9b38d97-b2d7-4bb5-be6c-c0ba2dc558f2,F,No,PUERICULTURA,MATUTINO,7,0,8,0,10,0,10,1,8,6,10,0,9,5,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
85192603-7ded-4e9a-94e8-8ee305355352,F,No,PUERICULTURA,MATUTINO,6,3,5,4,8,3,6,1,9,0,9,3,9,1,NA,0,NA,0,NA,0,AC,0,NA,0,AC,0,,
010da378-a549-42c8-ac12-4a07dea8a329,F,No,PUERICULTURA,MATUTINO,8,5,9,1,10,1,10,0,10,3,10,0,10,1,AC,0,NA,0,AC,0,AC,0,AC,0,AC,0,,
0c50589f-07b7-4dd6-9e13-3536a7178c3a,F,No,PUERICULTURA,MATUTINO,NP,20,5,7,NP,12,5,8,6,8,5,7,5,21,NA,0,NA,0,AC,0,AC,0,NA,0,NA,0,,
cb3ae19c-6f11-44f9-b50b-be4ae1d43982,F,No,PUERICULTURA,MATUTINO,7,3,8,6,9,2,10,2,8,3,9,1,9,3,NA,0,AC,0,AC,0,AC,0,NA,0,NA,0,,
d080c336-6c7e-4152-ab02-b4d412712b24,F,No,PUERICULTURA,MATUTINO,7,1,8,4,9,1,9,0,9,3,10,0,9,1,NA,0,AC,0,AC,0,AC,0,NA,0,NA,0,,
97920c76-4af7-43d1-b235-aba0b847ab14,F,No,PUERICULTURA,MATUTINO,6,0,6,1,10,0,10,0,8,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
e2f7fcf5-fbdc-4189-947c-8941ddb7dfa8,F,No,PUERICULTURA,MATUTINO,7,1,7,2,10,0,10,0,10,0,9,1,10,0,NA,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
c9a1d61d-6ecc-494a-b68f-4f1b762aac34,F,No,PUERICULTURA,MATUTINO,9,2,9,1,10,0,10,0,10,4,10,0,10,1,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
7dfe43cf-e094-4b69-a608-3d9109dbf804,F,No,PUERICULTURA,MATUTINO,5,11,5,3,8,4,5,3,8,2,7,0,9,1,NA,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
8c2011ed-b007-4e54-a01c-c9476a579406,F,No,PUERICULTURA,MATUTINO,6,1,7,1,9,1,10,0,9,0,10,1,10,0,NA,0,AC,0,AC,0,AC,0,NA,0,AC,0,,
e2d2e398-ad2c-49ef-89cf-68d7777aee3e,F,No,PUERICULTURA,MATUTINO,6,6,7,3,8,2,9,2,8,4,10,1,10,1,AC,0,AC,0,NA,0,AC,0,NA,0,AC,0,,
19c5ecd1-6249-43e6-8b27-b79eb5b11e0c,F,No,PUERICULTURA,MATUTINO,5,6,5,1,9,0,7,3,9,5,9,0,9,2,AC,0,NA,0,AC,0,AC,0,AC,0,AC,0,,
e6d5a0d8-4917-4a81-9033-fd79feaa5c1a,F,No,PUERICULTURA,MATUTINO,6,4,5,3,8,0,10,1,10,0,10,2,9,0,NA,0,NA,0,AC,0,AC,0,AC,0,AC,0,,
61819a49-07c3-4d77-ba1e-3bb08458698e,F,Si,PUERICULTURA,MATUTINO,,,,,,,10,6,,,,,,,,,,,,,,,,,,,,
e816029a-2a6e-4bc0-92c6-e8b6ba1f098a,F,No,PUERICULTURA,MATUTINO,5,10,7,4,5,5,5,6,6,6,NP,10,8,1,NA,0,NA,0,AC,0,NA,0,AC,0,AC,0,,
d6a490e9-0947-47df-af35-f679da490025,F,No,PUERICULTURA,MATUTINO,7,5,8,3,10,2,9,0,9,0,10,0,10,2,AC,0,AC,0,NA,0,AC,0,AC,0,AC,0,,
b2cdbfe9-b07d-45d7-8308-77e7473a1097,F,No,PUERICULTURA,MATUTINO,8,5,5,2,10,0,10,0,8,0,10,0,10,0,AC,0,NA,0,AC,0,AC,0,AC,0,AC,0,,
ad3d2e9c-ad52-4a36-936e-52511f27fe2b,F,No,PUERICULTURA,MATUTINO,6,3,9,0,9,0,10,0,9,0,8,1,9,1,AC,0,AC,0,AC,0,AC,0,NA,0,AC,0,,
d8af6e24-6f72-4bfe-b8e3-98a974b348d8,F,No,PUERICULTURA,MATUTINO,5,1,7,4,9,0,10,0,8,3,9,0,9,1,NA,0,NA,0,AC,0,AC,0,NA,0,AC,0,,
68952d04-d19a-4e88-a52b-850db785b4bb,F,No,PUERICULTURA,MATUTINO,5,5,5,2,9,1,6,1,8,3,7,0,9,0,NA,0,AC,0,AC,0,NA,0,NA,0,AC,0,,
fecae60c-a35e-4f53-a35a-394d200fd070,F,No,PUERICULTURA,MATUTINO,9,2,9,2,10,0,10,0,10,0,10,1,10,1,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
