Id Unico,Genero,Repetidor,Especialidad,Turno,ÁLG,Faltas_ÁLG,ING,Faltas_ING,QUÍ,Faltas_QUÍ,TEC,Faltas_TEC,LÓG,Faltas_LÓG,LEC,Faltas_LEC,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TAL2,Faltas_TAL2,TUT,Faltas_TUT
041d89fc-8dea-42f6-bf06-9c0dd1117f3f,F,No,FORMACION BASICA,MATUTINO,8,2,8,1,7,0,9,5,6,6,7,2,AC,0,AC,0,NA,0,AC,0,,
910a200d-3a8a-4638-a2bc-57f7f815d2c1,F,No,FORMACION BASICA,MATUTINO,5,14,7,4,5,17,5,10,6,10,5,4,AC,0,NA,0,AC,0,NA,0,,
d20e0787-b07a-4086-adbb-6fccd0a7d559,F,No,FORMACION BASICA,MATUTINO,5,4,8,3,7,4,6,8,5,8,6,1,AC,0,NA,0,NA,0,AC,0,,
3935d3cb-c905-477c-8041-4f403f44c002,F,No,FORMACION BASICA,MATUTINO,8,1,10,0,7,0,9,3,6,2,8,1,AC,0,AC,0,AC,0,AC,0,,
39b33bf9-f8d1-4a56-afea-0994ff7a32aa,M,No,FORMACION BASICA,MATUTINO,7,0,7,0,8,0,7,1,10,0,8,0,AC,0,AC,0,AC,0,AC,0,,
9e18d29e-f864-4fa4-829f-128feb5451fd,F,No,FORMACION BASICA,MATUTINO,6,2,6,1,6,2,5,2,8,0,6,0,AC,0,AC,0,NA,0,AC,0,,
bb12d9e7-5cc3-46a5-b4ce-464a0205d2d4,F,No,FORMACION BASICA,MATUTINO,6,1,10,3,5,4,10,0,10,0,8,2,AC,0,AC,0,AC,0,AC,0,,
caf42a87-7407-4837-9b13-14cb0232a2b9,F,No,FORMACION BASICA,MATUTINO,6,0,9,0,8,0,9,4,6,2,9,0,AC,0,AC,0,AC,0,AC,0,,
6a63362f-b58c-49cd-8b94-d5c53bdec280,F,No,FORMACION BASICA,MATUTINO,6,0,7,0,6,0,7,2,10,0,8,0,AC,0,AC,0,AC,0,AC,0,,
a3159ddf-95f6-4449-818b-fccd1e397cfc,F,No,FORMACION BASICA,MATUTINO,NP,24,NP,14,5,22,NP,12,NP,16,5,20,AC,0,NA,0,NA,0,NA,0,,
fdefc0da-a4d3-4d61-8cf8-7b242a99b44f,F,No,FORMACION BASICA,MATUTINO,7,0,7,1,7,0,10,0,10,0,8,0,AC,0,AC,0,AC,0,AC,0,,
18fbc08b-01aa-465f-9f6c-931e43dfacc9,F,No,FORMACION BASICA,MATUTINO,7,3,8,0,8,4,9,3,6,2,9,0,AC,0,AC,0,AC,0,AC,0,,
21f9613d-6b27-447f-9e31-b39d1b37a603,F,No,FORMACION BASICA,MATUTINO,6,3,8,2,5,6,5,10,5,9,9,2,AC,0,AC,0,NA,0,AC,0,,
f0cefb0d-e97c-43d2-b32a-8342f185f24d,F,No,FORMACION BASICA,MATUTINO,7,0,7,2,6,0,6,0,7,0,8,0,AC,0,AC,0,AC,0,AC,0,,
e085b506-2803-46bc-b179-f05711d374ae,F,No,FORMACION BASICA,MATUTINO,9,2,9,2,9,0,8,4,6,2,8,2,AC,0,AC,0,AC,0,AC,0,,
212a038f-c7bf-496e-b250-6ac3f0967c80,F,No,FORMACION BASICA,MATUTINO,NP,24,NP,14,NP,22,NP,12,NP,16,5,20,AC,0,NA,0,NA,0,NA,0,,
54b4073b-30e4-46fe-bd5d-f9f81a2448b6,F,No,FORMACION BASICA,MATUTINO,NP,24,NP,14,NP,22,NP,12,NP,16,5,20,AC,0,NA,0,NA,0,NA,0,,
36423564-d0e7-46c9-bdf9-ab802e72c0a8,F,No,FORMACION BASICA,MATUTINO,7,1,8,1,7,4,5,2,5,0,8,1,AC,0,AC,0,AC,0,AC,0,,
160a9364-a973-40a6-ab12-07586b4fff7a,F,No,FORMACION BASICA,MATUTINO,NP,24,NP,14,NP,22,NP,12,NP,16,5,20,AC,0,NA,0,NA,0,NA,0,,
66621dba-337e-42a2-a07b-8b75e29f8276,F,No,FORMACION BASICA,MATUTINO,5,9,6,2,5,4,6,8,5,8,5,2,AC,0,AC,0,AC,0,AC,0,,
c23feb70-7362-4942-86f2-8a7f5c78e000,F,No,FORMACION BASICA,MATUTINO,6,1,8,3,6,4,10,2,5,0,7,2,AC,0,AC,0,AC,0,AC,0,,
86fe1d25-1bb6-4ad2-b102-862db3be5b34,F,No,FORMACION BASICA,MATUTINO,5,7,7,2,8,4,6,4,8,6,6,4,AC,0,AC,0,AC,0,AC,0,,
6f1580da-b65f-4d9a-b1fb-113c7df0f70e,F,No,FORMACION BASICA,MATUTINO,7,1,7,0,8,0,10,3,10,0,9,0,AC,0,AC,0,AC,0,AC,0,,
17764e50-b091-4b97-8881-110e28ca267c,F,No,FORMACION BASICA,MATUTINO,5,6,9,2,5,6,5,4,5,4,5,4,AC,0,AC,0,AC,0,NA,0,,
fd6c9fa6-c3df-488d-bdfc-b1ec26edf508,F,No,FORMACION BASICA,MATUTINO,6,0,10,0,6,0,9,0,8,0,6,0,AC,0,AC,0,AC,0,AC,0,,
ed773cb1-106d-41ed-8995-5905824aea62,F,Si,FORMACION BASICA,MATUTINO,6,2,,,8,0,5,0,,,,,,,,,,,,,,
36f3e487-53da-4a9f-b132-7fd9ac74814a,F,No,FORMACION BASICA,MATUTINO,6,3,5,3,5,8,10,7,6,2,5,2,AC,0,AC,0,AC,0,AC,0,,
1d12487b-95b7-4ae9-ac20-e95769283868,F,No,FORMACION BASICA,MATUTINO,6,2,6,3,5,6,5,2,5,1,8,1,AC,0,AC,0,AC,0,AC,0,,
704e45b5-5f90-4c8b-9881-f20a57e074cf,F,No,FORMACION BASICA,MATUTINO,NP,24,NP,14,NP,22,NP,12,NP,16,5,20,AC,0,NA,0,NA,0,NA,0,,
5dee5da0-2df3-4e6d-8759-c35bbfa27e89,F,No,FORMACION BASICA,MATUTINO,NP,24,NP,14,NP,22,NP,12,NP,16,5,20,AC,0,NA,0,NA,0,NA,0,,
8f275d4c-b659-433d-afaf-3ca7af2fab7c,F,No,FORMACION BASICA,MATUTINO,5,6,5,5,5,10,5,3,5,8,5,7,AC,0,AC,0,AC,0,NA,0,,
bedfd954-11a8-4916-bf95-d3a0ad721db4,F,No,FORMACION BASICA,MATUTINO,5,12,7,3,5,10,7,7,5,2,6,4,AC,0,AC,0,AC,0,NA,0,,
a223439f-f421-4ed5-93db-1be15a0e1eb2,F,No,FORMACION BASICA,MATUTINO,5,3,6,3,6,8,9,8,5,5,5,3,AC,0,AC,0,NA,0,AC,0,,
a41e8295-d7ba-49cb-b15f-6b9895ed3dc3,F,No,FORMACION BASICA,MATUTINO,5,0,8,1,8,0,5,10,5,6,5,1,AC,0,AC,0,AC,0,NA,0,,
a009ca5e-cec4-48de-a168-6a9ec06e9bd8,F,No,FORMACION BASICA,MATUTINO,6,6,7,2,5,6,5,5,5,6,5,4,AC,0,NA,0,AC,0,AC,0,,
be78491b-1367-4d0d-9a53-1861dcbe67af,F,No,FORMACION BASICA,MATUTINO,5,1,8,1,6,6,6,3,5,0,7,0,AC,0,AC,0,AC,0,AC,0,,
1b7f6928-70bd-4e41-b85a-c90411fc88c4,F,No,FORMACION BASICA,MATUTINO,5,12,5,9,5,21,NP,12,5,10,5,13,AC,0,NA,0,NA,0,NA,0,,
7e47e32f-6c22-4f13-a627-8166a51cfadb,F,No,FORMACION BASICA,MATUTINO,8,2,8,0,7,0,9,2,7,0,8,0,AC,0,AC,0,AC,0,AC,0,,
8355f438-fb0f-4b4b-97bd-1472a3f9aa2c,F,No,FORMACION BASICA,MATUTINO,NP,24,NP,14,NP,22,NP,12,NP,16,5,20,AC,0,NA,0,NA,0,NA,0,,
06180f8e-6f7d-4835-a209-7fd7ee36358b,F,No,FORMACION BASICA,MATUTINO,6,3,7,2,5,2,10,3,5,6,7,1,AC,0,AC,0,AC,0,AC,0,,
282bdc18-e800-4ba0-b319-0de6cd6e7410,F,Si,FORMACION BASICA,MATUTINO,7,0,,,,,5,0,,,,,,,,,,,,,,
9500645e-df94-4f5d-a438-b661d592376c,F,No,FORMACION BASICA,MATUTINO,6,4,7,1,8,2,9,8,5,12,7,1,AC,0,AC,0,NA,0,AC,0,,
1bc89569-701c-45e3-922d-1f2261312e1e,F,No,FORMACION BASICA,MATUTINO,8,1,7,0,7,4,9,3,5,5,9,0,AC,0,AC,0,NA,0,AC,0,,
