Id Unico,Genero,Repetidor,Especialidad,Turno,GEO,Faltas_GEO,ING,Faltas_ING,BIO,Faltas_BIO,ETI,Faltas_ETI,MID,Faltas_MID,MEJ,Faltas_MEJ,OPT,Faltas_OPT,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TAL2,Faltas_TAL2,TUT,Faltas_TUT
ac781422-78e9-4343-ad1b-9a6240a3babf,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,8,0,7,0,9,0,7,0,10,0,10,0,8,0,AC,0,AC,0,AC,0,AC,0,,
8e552e13-506d-4b3f-b680-72ca813558fd,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,0,8,0,8,0,9,0,10,0,9,0,8,2,AC,0,AC,0,AC,0,AC,0,,
52f8e067-ca89-426b-90d1-165fd9f8ae7b,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,8,0,7,0,9,0,10,0,10,0,10,0,9,0,AC,0,AC,0,AC,0,AC,0,,
a1259a60-951b-444d-87a6-36f0bdae6e1b,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,10,0,9,0,9,0,9,0,10,0,9,0,9,0,AC,0,NA,0,AC,0,AC,0,,
093bef87-b58e-4e13-9a10-317abc39f008,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,10,NP,15,5,8,10,0,5,0,5,10,NP,16,NA,0,NA,0,AC,0,NA,0,,
5b9d07d6-868a-4fc9-b350-addb6d581ba8,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,8,0,7,0,9,0,8,0,10,0,10,0,9,0,NA,0,NA,0,AC,0,AC,0,,
8879f159-2225-4b07-9aec-f9072fa5a828,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,0,5,0,5,0,5,0,5,0,5,0,5,0,,0,,0,,0,,0,,
1d7091ed-f775-480c-9988-d1147bb43393,F,Si,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,5,,,,,,,,,,,,,,,,,,,,,,
030eb28d-9a31-4afe-845e-a2d6a5c4f37e,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,9,0,8,0,8,0,8,0,8,0,9,0,8,0,AC,0,AC,0,AC,0,AC,0,,
526bce43-e837-49e1-9d48-4dff5b539fa1,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,10,0,7,0,10,0,10,0,10,0,9,3,9,2,AC,0,AC,0,AC,0,AC,0,,
6d01176c-d31d-44d5-962b-ad153d47d3e4,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,5,5,0,5,4,9,0,5,0,5,7,5,4,NA,0,NA,0,AC,0,AC,0,,
