Id Unico,Genero,Repetidor,Especialidad,Turno,GEO,Faltas_GEO,ING,Faltas_ING,BIO,Faltas_BIO,ETI,Faltas_ETI,MAN,Faltas_MAN,ELA,Faltas_ELA,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TAL2,Faltas_TAL2,TUT,Faltas_TUT
f8a33bb2-b7d9-48fd-a033-3d92f0395b6f,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,9,0,8,0,9,0,8,0,5,5,10,0,AC,0,AC,0,NA,0,AC,0,,
abc5ce3c-6c8f-4481-941e-c1d8c59d8fba,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,3,8,0,5,0,8,0,5,3,10,0,AC,0,AC,0,NA,0,AC,0,,
48f1672b-3155-4e7c-b916-abdce49093ed,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,1,6,0,9,1,6,0,5,5,8,1,NA,0,AC,0,NA,0,AC,0,,
342adcb1-db90-4a4e-829c-8e445a0ade5f,F,Si,INSTRUMENTACION INDUSTRIAL,MATUTINO,,,8,0,,,,,,,,,,,,,,,,,,
a48b7ab2-143f-4be8-95af-b7cfb0478bc9,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,8,4,6,0,6,1,7,2,9,6,10,3,NA,0,AC,0,NA,0,NA,0,,
9f726656-4906-4e34-8c78-897889c9cee8,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,5,NP,15,5,9,5,4,5,22,5,24,NA,0,AC,0,NA,0,NA,0,,
420f5505-ff48-4b15-a0de-83aab30cfd61,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,0,7,0,6,0,8,0,5,1,9,0,AC,0,AC,0,NA,0,AC,0,,
b4bc9f02-bae8-47d8-87ce-ae51bd9368b9,M,Si,INSTRUMENTACION INDUSTRIAL,MATUTINO,,,,,,,,,6,6,,,,,,,,,,,,
c8419713-3063-40b8-a485-1aef7f6844d6,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,8,1,9,0,9,4,8,2,8,10,8,3,NA,0,AC,0,AC,0,NA,0,,
eea28705-2ee7-4e5d-96c2-d55d437720eb,F,Si,INSTRUMENTACION INDUSTRIAL,MATUTINO,9,3,,,,,,,,,,,,,,,,,,,,
058a4fdd-ac89-43a6-b224-1aa873e609fc,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,0,8,0,5,0,6,0,5,3,8,0,AC,0,AC,0,NA,0,AC,0,,
a32f32ff-29dc-4589-9eb4-d83fb9035010,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,2,9,0,5,0,5,0,5,1,10,1,AC,0,AC,0,NA,0,AC,0,,
b9e8fd75-a7cc-406a-8c94-224a93d9bd52,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,1,8,0,5,0,7,0,5,4,7,1,AC,0,AC,0,NA,0,AC,0,,
63d88ee9-5753-4a9e-bfe1-a959ca5a492c,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,0,6,0,5,3,7,0,5,13,10,1,AC,0,AC,0,NA,0,AC,0,,
8f4ef595-6487-4e55-8b09-9187583d2f02,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,6,1,5,0,6,1,6,0,5,5,9,0,AC,0,AC,0,NA,0,AC,0,,
1b017db4-835e-4dc8-ac49-f878a0eaf090,F,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,5,7,0,6,1,7,0,5,0,10,0,NA,0,AC,0,NA,0,AC,0,,
00715b80-a985-4669-9e68-eb9f0c1c7188,F,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,3,7,0,7,1,9,0,6,0,10,0,AC,0,AC,0,NA,0,AC,0,,
9fbaf16d-f770-4081-ae5c-6ab43bf5f466,F,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,7,3,8,0,9,1,8,0,5,4,10,0,NA,0,AC,0,NA,0,AC,0,,
a49833ce-15fa-43a2-adf4-2892345918d5,F,Si,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,1,9,0,,,,,,,,,,,,,,,,,,
167e4373-355f-43cc-8949-bf9ea5e7a089,F,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,10,1,9,0,10,0,10,0,10,2,10,1,NA,0,AC,0,AC,0,AC,0,,
870a027d-f7c1-4bd1-a516-2aa60fd7beda,M,Si,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,2,,,,,,,5,4,,,,,,,,,,,,
3c58f347-0092-42ab-8669-812dbcc0adc3,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,7,5,5,5,0,NP,24,5,9,5,12,NA,0,AC,0,NA,0,AC,0,,
