Id Unico,Genero,Repetidor,Especialidad,Turno,GEO,Faltas_GEO,ING,Faltas_ING,QUÍ,Faltas_QUÍ,LEC,Faltas_LEC,DET,Faltas_DET,IMP,Faltas_IMP,APL,Faltas_APL,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TUT,Faltas_TUT
d224b398-2594-4914-8582-0ebae78ae8fb,F,No,PUERICULTURA,MATUTINO,10,1,10,5,8,0,8,0,5,2,10,1,8,0,AC,0,AC,0,AC,0,,
dea3209d-4162-4670-b577-f3e1b9b2e576,F,Si,PUERICULTURA,MATUTINO,,,NP,14,,,,,,,,,,,,,,,,,,
bb4a436b-5231-4196-8cc7-040b7606be58,M,No,PUERICULTURA,MATUTINO,10,0,10,0,8,0,8,0,5,0,10,0,9,0,AC,0,AC,0,AC,0,,
a6c7689a-9d88-417b-9efd-757277d389a9,F,No,PUERICULTURA,MATUTINO,10,1,8,3,7,1,8,0,5,2,9,1,6,0,AC,0,AC,0,AC,0,,
56b4f16a-ddc3-44b7-8d8e-93e899befe98,F,Si,PUERICULTURA,MATUTINO,9,1,7,3,6,7,,,9,3,9,1,5,4,,,,,,,,
85192603-7ded-4e9a-94e8-8ee305355352,F,Si,PUERICULTURA,MATUTINO,,,,,,,,,,,10,0,,,,,,,,,,
201e0535-8eeb-4444-8218-af5253a9061f,F,No,PUERICULTURA,MATUTINO,10,1,7,4,7,5,9,2,7,4,10,2,8,3,NA,0,AC,0,AC,0,,
8c4230b5-6d68-40bf-9bd8-630d8c0a9a09,F,No,PUERICULTURA,MATUTINO,6,1,8,3,7,4,8,1,5,2,10,1,9,2,AC,0,NA,0,AC,0,,
bae01851-f059-49c9-84ae-ec157a539a79,F,No,PUERICULTURA,MATUTINO,10,1,7,4,8,6,8,5,6,6,9,1,5,0,NA,0,NA,0,AC,0,,
9802a92c-04a5-4784-9b45-57fecf728219,F,No,PUERICULTURA,MATUTINO,9,0,9,1,8,2,9,5,7,2,10,0,8,0,AC,0,AC,0,AC,0,,
cb3ae19c-6f11-44f9-b50b-be4ae1d43982,F,Si,PUERICULTURA,MATUTINO,,,,,,,,,,,10,0,,,,,,,,,,
3f5cb80c-304a-456b-b30b-d8e194499a49,F,No,PUERICULTURA,MATUTINO,9,0,10,0,10,0,10,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,,
9bfd8f6b-1cf3-4e40-bf1e-6f4f7ded8871,F,Si,PUERICULTURA,MATUTINO,7,0,,,,,8,5,,,8,0,,,,,,,,,,
