Id Unico,Genero,Repetidor,Especialidad,Turno,GEO,Faltas_GEO,ING,Faltas_ING,QUÍ,Faltas_QUÍ,LEC,Faltas_LEC,DET,Faltas_DET,IMP,Faltas_IMP,APL,Faltas_APL,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TUT,Faltas_TUT
566368e7-89b0-4230-8c55-5c825cb01373,F,No,PUERICULTURA,MATUTINO,5,0,6,7,5,3,5,5,10,9,10,0,7,10,NA,0,NA,0,NA,0,,
2d00d0fd-cc52-4639-8659-8fc38cb183d6,F,No,PUERICULTURA,MATUTINO,5,6,7,5,6,6,7,3,9,5,10,0,9,4,AC,0,NA,0,NA,0,,
95ec933c-9b14-4cad-a458-7fd2b4d3628f,F,No,PUERICULTURA,MATUTINO,5,4,7,6,7,4,5,5,5,12,10,0,7,10,NA,0,NA,0,AC,0,,
edc8ba5d-e3d9-4e52-b774-b70a4ec89cfb,F,No,PUERICULTURA,MATUTINO,9,4,9,2,7,0,8,2,9,1,10,9,9,0,AC,0,NA,0,NA,0,,
ebfb5279-b9d8-4718-b46c-4fb16107c380,F,No,PUERICULTURA,MATUTINO,9,4,7,2,8,0,8,1,10,1,10,0,10,0,AC,0,NA,0,AC,0,,
f731e8bd-2ed4-42cc-812b-6a71d39ea693,F,No,PUERICULTURA,MATUTINO,10,4,7,4,8,8,8,3,10,0,10,0,9,3,AC,0,NA,0,NA,0,,
d344db9b-aac4-4724-b2fb-daf1c46c3f3f,F,No,PUERICULTURA,MATUTINO,5,0,5,0,5,0,5,0,5,0,5,0,5,0,,0,,0,,0,,
61ed34de-0b52-46d8-91d2-9b2226300bda,F,No,PUERICULTURA,MATUTINO,10,2,7,2,8,0,7,3,5,10,10,0,9,4,NA,0,AC,0,NA,0,,
e8328f36-28b4-43de-b076-c1db9b69a6af,F,No,PUERICULTURA,MATUTINO,5,8,7,2,7,0,7,2,5,25,10,0,9,1,AC,0,NA,0,AC,0,,
6e3b0736-7935-43c4-9c14-3e5e9ecff2f6,F,No,PUERICULTURA,MATUTINO,10,0,7,2,7,2,8,1,5,5,10,0,9,0,AC,0,AC,0,AC,0,,
70b7d10c-80fc-4874-93e3-7c53bf8ec490,F,No,PUERICULTURA,MATUTINO,6,6,7,3,6,2,8,3,9,4,10,0,10,4,AC,0,NA,0,AC,0,,
cb7f0fd0-df3d-46dc-9439-3ea7e4a5059d,F,No,PUERICULTURA,MATUTINO,10,0,6,4,8,4,7,1,5,4,10,0,9,0,AC,0,AC,0,AC,0,,
91e2bf9e-1a18-4c53-bdfe-964b79a936fa,F,No,PUERICULTURA,MATUTINO,5,0,5,0,5,0,5,0,5,0,5,0,5,0,,0,,0,,0,,
