Id Unico,Genero,Repetidor,Especialidad,Turno,GEO,Faltas_GEO,ING,Faltas_ING,QUÍ,Faltas_QUÍ,LEC,Faltas_LEC,INS,Faltas_INS,DIA,Faltas_DIA,ELA,Faltas_ELA,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TUT,Faltas_TUT
b806d030-ba0f-4b89-adb6-862248afb9f4,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,7,8,0,5,6,5,0,5,0,5,0,5,0,AC,0,NA,0,AC,0,,
bd1b0c81-2936-4adb-add3-175c3dfb8cb5,M,Si,PRODUCCIÓN INDUSTRIAL,MATUTINO,NP,20,5,15,5,18,,,,,NP,29,NP,30,,,,,,,,
f599560a-f5ee-4e01-ad2d-4fa68620d85a,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,9,2,5,5,7,4,5,1,10,5,9,4,10,0,AC,0,AC,0,AC,0,,
822ae2ae-ba2c-4e40-a7ae-45bd4a5a7bff,M,Si,PRODUCCIÓN INDUSTRIAL,MATUTINO,,,,,5,19,,,5,23,6,29,NP,30,,,,,,,,
baf38c24-072b-4020-8cee-557f49cad09f,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,3,7,0,5,10,7,1,5,0,5,2,7,0,AC,0,AC,0,AC,0,,
b5c9bf06-e500-4f3c-8752-bd70e3ecb6e6,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,10,0,10,0,10,0,10,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,,
9af70534-bcbf-48f8-9a1c-e033fa23f1e1,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,7,5,1,8,3,8,0,7,2,10,5,9,0,AC,0,AC,0,AC,0,,
19d84b48-a162-4748-b335-30452e090400,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,5,5,2,5,2,5,0,5,4,5,2,5,0,AC,0,NA,0,AC,0,,
e961cd69-44a8-4130-8562-e0299c18d932,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,8,2,7,1,8,1,7,1,9,4,9,4,8,0,AC,0,AC,0,AC,0,,
5b70f160-f645-4132-8764-4efeffde8823,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,9,1,7,1,9,0,9,1,9,0,10,0,8,0,AC,0,AC,0,AC,0,,
9d1d5260-7fcf-4678-aefd-5a4725b8aec7,F,Si,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,8,5,15,5,19,,,NP,25,5,29,NP,30,,,,,,,,
91558f97-b6c1-4743-aa1c-3d83b9975e37,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,5,5,1,5,2,5,0,5,3,6,0,5,0,AC,0,NA,0,AC,0,,
b92eb6c5-1511-4528-8419-086c13c6140c,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,NP,20,5,10,5,20,5,1,NP,25,5,25,5,0,NA,0,NA,0,AC,0,,
3c46d425-c7c5-4ef8-b1c0-e8c2cf48b7d5,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,3,7,2,5,3,5,0,5,6,10,0,8,0,AC,0,AC,0,AC,0,,
65559ed3-9d3b-42cc-944c-8e5216a61811,M,Si,PRODUCCIÓN INDUSTRIAL,MATUTINO,,,,,7,3,,,,,,,,,,,,,,,,
e60befb2-ea68-4ccc-aec9-285b47acf9d8,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,0,8,0,6,1,6,1,6,0,6,0,8,0,AC,0,AC,0,AC,0,,
39364009-ff20-4690-bb4f-1debd5636b94,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,4,5,1,5,3,5,1,5,1,8,21,6,0,AC,0,NA,0,AC,0,,
4eb86544-92a9-4216-878d-0a983be5c526,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,0,5,0,5,0,5,0,5,0,5,0,5,0,,0,,0,,0,,
dc766ff8-83d8-4b6e-bc15-57d40cd8dcbd,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,7,9,1,5,5,7,1,5,6,10,0,7,0,AC,0,NA,0,AC,0,,
70a70d59-0d7f-43ba-a34a-5e588ecb2f49,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,4,5,1,5,2,5,2,7,3,10,0,8,0,AC,0,NA,0,AC,0,,
50861452-b1c6-40ea-aff3-11f13c3abbec,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,13,5,4,5,9,5,0,5,12,6,11,5,0,AC,0,NA,0,AC,0,,
7989dd30-c3ec-4b0f-9cf2-3984f0a1b50c,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,8,5,0,5,8,5,1,5,3,6,4,5,0,AC,0,NA,0,AC,0,,
723a76f5-2d47-4c02-a3c7-cdd0e2598ed6,M,Si,PRODUCCIÓN INDUSTRIAL,MATUTINO,,,,,,,,,,,NP,0,NP,30,,,,,,,,
0eba627c-8a8a-4969-a967-a9d103a241d9,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,7,5,1,5,2,5,0,5,2,6,4,5,0,AC,0,NA,0,AC,0,,
7eb3805a-a030-481e-9d3d-fbb0e57bf049,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,9,1,8,1,10,0,8,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,,
943dc7f6-e36f-4aca-a6ce-9374322e02cb,M,Si,PRODUCCIÓN INDUSTRIAL,MATUTINO,NP,20,5,2,5,6,,,5,9,5,6,7,0,,,,,,,,
72acacb2-6c15-460a-aafc-6cd60d1f1a46,F,Si,PRODUCCIÓN INDUSTRIAL,MATUTINO,,,6,1,5,4,,,,,,,,,,,,,,,,
71371be1-2c47-4456-90db-2c2ee883bd7f,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,7,5,6,5,6,5,1,5,8,5,18,5,0,AC,0,AC,0,AC,0,,
d82b8cf5-41ca-4a41-b331-ca947e2da4e1,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,1,7,1,8,0,5,0,8,0,10,0,10,0,AC,0,AC,0,AC,0,,
355dc148-0734-4acc-a270-7bcd60227340,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,7,1,7,0,6,1,6,1,5,0,8,0,8,0,AC,0,AC,0,AC,0,,
bf89593d-6835-4d75-9d50-d24ffc357625,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,10,0,10,1,10,0,9,1,10,1,10,0,10,0,AC,0,AC,0,AC,0,,
a16792cc-41dd-4d26-a65c-15748c454ef0,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,10,0,10,0,10,0,9,0,9,6,10,2,9,0,AC,0,AC,0,AC,0,,
4273f751-5019-4edf-97de-d73a990c1b67,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,10,5,2,6,0,5,0,5,1,5,0,7,0,AC,0,AC,0,AC,0,,
94804777-4b0d-4861-abdf-cedd7e5fd343,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,2,8,0,5,5,6,0,5,3,5,8,5,0,AC,0,NA,0,AC,0,,
11f99c6f-1e22-4665-9416-85ac219344a9,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,3,5,3,5,1,5,1,5,0,5,2,5,0,AC,0,AC,0,AC,0,,
fce96fea-36a2-48b9-925b-e129005261cb,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,11,5,5,5,16,5,0,5,6,5,6,5,0,NA,0,NA,0,AC,0,,
db43fc41-1999-4f32-bcec-1e2dfd07a37a,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,13,5,5,5,8,5,0,5,6,6,14,5,0,AC,0,NA,0,NA,0,,
06e41eb4-0f7d-4e79-86c0-8e670595f50c,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,10,5,4,5,7,5,5,5,12,5,0,5,0,AC,0,NA,0,AC,0,,
ea274b79-69c0-44f4-a15d-f93d71d236f7,F,Si,PRODUCCIÓN INDUSTRIAL,MATUTINO,,,,,NP,22,,,,,,,,,,,,,,,,
a2bfcb27-6bc5-43de-a894-757b510c5c9f,M,Si,PRODUCCIÓN INDUSTRIAL,MATUTINO,,,6,2,5,9,,,5,5,5,0,5,0,,,,,,,,
61d76199-fceb-4847-a141-ccdc233f62ef,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,10,5,6,5,6,5,1,5,9,5,11,5,0,AC,0,NA,0,NA,0,,
44b11dcd-0479-42a3-a9c6-4c7c1e852a7a,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,7,5,5,5,3,5,0,5,9,5,12,5,0,AC,0,NA,0,NA,0,,
6d01176c-d31d-44d5-962b-ad153d47d3e4,F,Si,PRODUCCIÓN INDUSTRIAL,MATUTINO,,,6,1,,,,,,,,,,,,,,,,,,
