Id Unico,Genero,Repetidor,Especialidad,Turno,GEO,Faltas_GEO,ING,Faltas_ING,QUÍ,Faltas_QUÍ,LEC,Faltas_LEC,INS,Faltas_INS,DIA,Faltas_DIA,ELA,Faltas_ELA,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TUT,Faltas_TUT
debfcd66-e9a1-4b57-8987-879d8ddebff2,M,Si,PRODUCCIÓN INDUSTRIAL,MATUTINO,,,8,1,5,4,,,,,7,4,8,0,,,,,,,,
144f847c-51bd-4d44-b16f-4245f9682c7f,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,9,5,4,6,1,5,0,5,6,5,6,5,0,AC,0,NA,0,AC,0,,
ef898b5d-5ab8-4231-a1ae-8109a02ecfd1,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,1,6,0,9,0,6,0,8,3,9,7,10,0,AC,0,AC,0,AC,0,,
416cc9e9-c658-415f-9867-10a76685484d,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,6,8,1,5,3,5,0,5,0,5,6,5,0,AC,0,NA,0,AC,0,,
203d1744-d110-42eb-8680-b16440c341b2,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,1,9,1,5,4,6,0,5,4,5,0,9,0,AC,0,NA,0,AC,0,,
3082569e-2ad8-45d8-9d14-31ffdf4f8ed3,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,5,5,1,5,5,5,1,7,6,8,2,7,0,AC,0,NA,0,AC,0,,
2ea9ee1f-2af0-49fa-97c1-3acc283576cf,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,10,1,10,0,10,0,10,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,,
440bf0cd-4724-4ff2-a0c4-fb5f7aa7043d,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,7,3,9,0,7,1,9,0,9,1,10,2,10,0,AC,0,AC,0,AC,0,,
0f22182b-a8bf-491b-b0f5-57077b4ed09f,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,8,0,7,1,6,4,8,1,9,4,10,0,10,0,AC,0,NA,0,AC,0,,
0feb47a9-8723-42ca-af0c-970de5615458,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,NP,20,5,1,5,16,5,1,5,8,5,11,5,0,AC,0,NA,0,AC,0,,
4f088f65-72d9-4b4a-bfc0-f448314a6ee6,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,1,5,1,7,0,6,0,8,2,10,6,8,0,AC,0,AC,0,AC,0,,
88b4747a-2d27-42d9-ac3f-3ac73a729b99,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,10,0,10,0,10,0,10,0,10,1,10,0,10,0,AC,0,AC,0,AC,0,,
6c79774c-2eda-490e-bacd-51e3ea3a1789,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,4,5,1,5,2,8,0,5,0,5,2,5,0,AC,0,AC,0,AC,0,,
d1ef6572-dcec-4a89-a5ca-40f94b13d241,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,NP,20,5,5,5,13,5,0,5,15,5,10,5,0,AC,0,NA,0,AC,0,,
4317fd8a-13aa-47cf-8b18-d9a14fbe5992,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,NP,20,NP,15,5,16,5,1,5,18,5,15,5,0,NP,0,NA,0,NA,0,,
7a1f0d97-ad35-4e51-91ca-f80889dd04d7,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,3,5,1,5,9,5,0,5,1,5,5,5,0,AC,0,NA,0,AC,0,,
