Id Unico,Genero,Repetidor,Especialidad,Turno,GEO,Faltas_GEO,ING,Faltas_ING,QUÍ,Faltas_QUÍ,LEC,Faltas_LEC,DET,Faltas_DET,IMP,Faltas_IMP,APL,Faltas_APL,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TUT,Faltas_TUT
8ec717c0-0c00-4d5d-a721-252be176ca93,F,No,PUERICULTURA,MATUTINO,7,7,5,2,7,3,6,0,5,3,9,0,9,0,AC,0,AC,0,AC,0,,
8e6cda3f-ed1b-421a-afa8-349dc0a98e68,F,No,PUERICULTURA,MATUTINO,NP,20,5,6,5,13,6,0,NP,30,5,24,5,24,NA,0,NP,0,NA,0,,
268dd9e6-e076-4a70-b8ec-20db305509f6,F,No,PUERICULTURA,MATUTINO,,,,,,,,,5,6,8,2,9,4,,,,,,,,
bcb2c04d-ef61-4860-9268-46fed55755a8,F,No,PUERICULTURA,MATUTINO,10,2,9,0,10,0,10,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,,
84c0462a-3a89-47a9-91ac-3f0fbb0f8e5a,F,No,PUERICULTURA,MATUTINO,5,11,5,4,6,2,8,0,5,3,10,0,9,4,NA,0,NA,0,AC,0,,
c9126efc-15bd-4c54-a2ef-90fe412c914f,F,No,PUERICULTURA,MATUTINO,8,0,9,0,10,0,8,0,9,1,10,0,9,2,AC,0,AC,0,AC,0,,
622103ab-70ea-4bdd-86a7-5b6e35f389ae,F,No,PUERICULTURA,MATUTINO,5,6,5,0,5,0,6,0,5,0,9,0,8,2,AC,0,NA,0,AC,0,,
282cdd07-18a8-496e-b9a5-875e7fedb371,F,No,PUERICULTURA,MATUTINO,5,1,6,0,6,0,6,0,5,0,8,0,8,0,AC,0,NA,0,AC,0,,
9fc5057b-a161-49d3-a38a-254435911369,F,No,PUERICULTURA,MATUTINO,5,3,5,0,5,2,6,0,5,2,8,0,7,2,AC,0,NA,0,AC,0,,
75393937-d997-47b3-8001-13e3943bcb42,F,No,PUERICULTURA,MATUTINO,5,4,5,1,9,1,8,0,6,6,8,2,8,5,NA,0,AC,0,AC,0,,
50f49eaf-c753-4440-a2eb-a146afdab64c,F,No,PUERICULTURA,MATUTINO,5,5,5,0,5,0,6,0,5,1,9,0,10,0,AC,0,NA,0,AC,0,,
f295e7d3-9081-4f70-8048-d37b4abc9bbf,F,Si,PUERICULTURA,MATUTINO,5,4,6,2,5,5,,,5,5,6,3,6,5,,,,,,,,
20158205-dcea-4c77-a8fb-f062b3c50285,F,No,PUERICULTURA,MATUTINO,5,5,7,0,9,0,10,0,5,0,10,0,10,0,AC,0,AC,0,AC,0,,
3c0afd93-4421-460b-9769-79ffb38bb15c,M,No,PUERICULTURA,MATUTINO,5,2,6,0,5,1,6,0,6,0,10,3,8,4,AC,0,NA,0,AC,0,,
5caaadfb-1028-4704-a453-576381de9b51,F,No,PUERICULTURA,MATUTINO,8,1,5,2,5,0,10,0,5,2,10,0,7,2,AC,0,AC,0,AC,0,,
ecd529e8-dd68-4bee-b917-f65474e793ad,F,No,PUERICULTURA,MATUTINO,6,0,7,0,5,1,6,0,5,0,9,0,6,2,AC,0,AC,0,AC,0,,
ef4c08a7-b7b1-4d35-a96f-13fec07ff0f9,F,No,PUERICULTURA,MATUTINO,9,0,8,0,8,1,8,0,10,0,10,0,10,4,AC,0,AC,0,AC,0,,
95d2544f-a688-4bc7-bee6-5075efebccb0,F,No,PUERICULTURA,MATUTINO,5,15,5,2,5,8,6,0,5,8,6,4,5,10,NA,0,NP,0,AC,0,,
c15ecfbc-c7cf-438a-9203-3a8661c7db18,F,No,PUERICULTURA,MATUTINO,5,6,5,0,6,3,6,0,5,1,9,2,9,6,AC,0,NA,0,AC,0,,
13d5970c-4fdf-4dea-896a-31cb24c8a9c8,F,No,PUERICULTURA,MATUTINO,10,0,8,0,10,0,10,0,10,2,10,0,10,0,AC,0,AC,0,AC,0,,
eaa65cb4-633a-443e-ba2e-37c1f67762d0,F,No,PUERICULTURA,MATUTINO,10,1,9,0,9,0,9,0,9,1,9,0,10,0,AC,0,AC,0,AC,0,,
