Id Unico,Genero,Repetidor,Especialidad,Turno,GEO,Faltas_GEO,ING,Faltas_ING,QUÍ,Faltas_QUÍ,LEC,Faltas_LEC,INS,Faltas_INS,DIA,Faltas_DIA,ELA,Faltas_ELA,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TUT,Faltas_TUT
a1259a60-951b-444d-87a6-36f0bdae6e1b,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,0,9,0,9,0,10,0,8,0,9,3,9,0,AC,0,AC,0,AC,0,,
093bef87-b58e-4e13-9a10-317abc39f008,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,0,7,0,7,1,9,0,5,0,9,6,7,0,NA,0,AC,0,AC,0,,
5b9d07d6-868a-4fc9-b350-addb6d581ba8,M,Si,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,0,7,0,5,0,,,9,2,10,3,9,0,,,,,,,,
8879f159-2225-4b07-9aec-f9072fa5a828,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,7,0,7,0,6,0,8,0,9,1,9,3,10,0,AC,0,AC,0,AC,0,,
030eb28d-9a31-4afe-845e-a2d6a5c4f37e,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,7,0,8,2,9,0,7,0,9,1,9,4,9,0,AC,0,AC,0,AC,0,,
0d6440e3-4e5d-488d-9eec-6b901fb060c3,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,0,5,0,5,0,5,0,5,0,5,0,5,0,,0,,0,,0,,
b3564f10-a2e7-4363-906e-c6dc0675372f,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,0,NP,8,NP,15,7,0,5,9,5,17,5,0,NA,0,NA,0,NA,0,,
a2bfcb27-6bc5-43de-a894-757b510c5c9f,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,0,5,2,5,1,7,0,5,3,5,1,5,0,NA,0,NA,0,NA,0,,
526bce43-e837-49e1-9d48-4dff5b539fa1,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,7,0,7,0,8,0,8,0,7,2,8,4,10,0,AC,0,AC,0,AC,0,,
baded676-84b8-4f74-89b9-2211a2e36e14,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,0,5,0,5,0,5,0,5,0,5,0,5,0,,0,,0,,0,,
6d01176c-d31d-44d5-962b-ad153d47d3e4,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,0,5,2,5,2,8,0,6,2,5,11,5,0,NA,0,AC,0,NA,0,,
