Id Unico,Genero,Repetidor,Especialidad,Turno,GEO,Faltas_GEO,ING,Faltas_ING,QUÍ,Faltas_QUÍ,LEC,Faltas_LEC,DET,Faltas_DET,IMP,Faltas_IMP,APL,Faltas_APL,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TUT,Faltas_TUT
e1d9a76e-58cc-4dea-a660-d93aa7e1c231,F,Si,PUERICULTURA,MATUTINO,,,,,,,,,NP,25,NP,20,,,,,,,,,,
993fcba1-6cbe-4f92-905c-fd522edb204f,F,No,PUERICULTURA,MATUTINO,NP,16,NP,12,NP,16,8,0,NP,25,5,20,NP,26,NA,0,NA,0,NA,0,,
1206499b-de1d-4be6-9193-74e37ae975c3,F,Si,PUERICULTURA,MATUTINO,,,,,,,8,0,,,,,,,,,,,,,,
d65822f5-a4e2-40ab-9c5d-443f5a952f9f,F,No,PUERICULTURA,MATUTINO,6,0,8,2,7,0,10,0,7,1,9,1,7,3,AC,0,AC,0,AC,0,,
b37c4d19-6882-4ad8-bfa2-a6c26ab42e46,F,No,PUERICULTURA,MATUTINO,5,4,5,3,5,6,8,0,5,2,8,5,5,14,NA,0,NA,0,NA,0,,
26217e10-1556-4c77-8d3a-ede86611c60f,F,No,PUERICULTURA,MATUTINO,6,2,5,1,6,3,10,0,8,2,10,1,6,2,AC,0,AC,0,AC,0,,
12fb45cb-f0b2-4362-89b1-efa5df45656b,F,Si,PUERICULTURA,MATUTINO,,,,,,,,,,,8,0,,,,,,,,,,
49500334-b8f1-49dd-9f01-d670fccfaf52,F,No,PUERICULTURA,MATUTINO,5,4,5,0,10,0,8,0,9,0,10,1,8,4,AC,0,AC,0,AC,0,,
28399559-7c6e-40f6-9dbb-c4ed9095f073,F,Si,PUERICULTURA,MATUTINO,8,1,,,,,,,,,,,NP,26,,,,,,,,
bcc837f3-f6f5-4d57-afd1-2359a01b013d,F,No,PUERICULTURA,MATUTINO,5,7,5,10,6,1,8,0,5,5,5,8,5,5,NA,0,NA,0,NA,0,,
79e79001-d88f-4c9a-ba89-e869ac53ee93,F,No,PUERICULTURA,MATUTINO,5,0,10,0,6,0,10,0,9,0,10,0,8,0,AC,0,AC,0,AC,0,,
f295e7d3-9081-4f70-8048-d37b4abc9bbf,F,No,PUERICULTURA,MATUTINO,5,6,5,7,5,3,10,0,5,2,5,20,5,13,AC,0,NA,0,NA,0,,
17021339-c990-40cc-9191-98b91e2c327a,F,No,PUERICULTURA,MATUTINO,5,4,5,1,5,3,8,0,8,1,9,0,6,6,AC,0,NA,0,AC,0,,
