Id Unico,Genero,Repetidor,Especialidad,Turno,CÁL,Faltas_CÁL,ING,Faltas_ING,FÍS,Faltas_FÍS,CIE,Faltas_CIE,ASE,Faltas_ASE,MID,Faltas_MID,MEJ,Faltas_MEJ,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TUT,Faltas_TUT
fef9f8e1-9add-4d41-8a9b-b317d5dd2b5e,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,7,0,9,0,7,0,10,0,9,0,7,0,8,0,AC,0,AC,0,AC,0,,
62c75501-4470-4279-be52-6b4a21700de7,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,7,3,9,0,9,2,10,0,9,0,9,0,9,0,AC,0,AC,0,AC,0,,
47c251d2-5321-424c-bc4f-198f3f42a552,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,3,9,1,6,0,10,0,8,0,8,0,6,0,AC,0,AC,0,AC,0,,
9631544c-36c1-4691-b8a8-a59deecd3bb9,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,NP,22,NP,20,NP,10,NP,12,NP,14,NP,12,NP,20,NA,0,AC,0,AC,0,,
5e632111-7455-4325-ad22-d5fbe499134b,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,7,5,9,1,7,2,10,0,9,0,9,1,10,2,AC,0,AC,0,AC,0,,
ff0bbd6a-2c12-4cb2-8a6e-bc5d7cc73aa8,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,7,3,5,3,7,0,10,0,9,0,7,1,8,2,AC,0,AC,0,AC,0,,
c2c8ee7c-6394-4fe6-93bc-755e124bd9eb,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,10,0,10,0,10,0,10,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,,
3a7c7750-ad43-4e13-ae98-7d7ed7d22582,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,9,3,9,0,8,0,10,0,9,2,7,3,7,2,AC,0,AC,0,AC,0,,
26b3e4ce-0b02-4361-bec4-349a7a323fef,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,7,4,9,2,8,2,10,0,8,2,7,1,6,0,AC,0,AC,0,AC,0,,
5c7bc364-3546-45e7-90c5-696ad6aa5470,F,Si,PRODUCCIÓN INDUSTRIAL,MATUTINO,,,5,15,,,,,,,,,,,,,,,,,,
16e1668b-accd-4792-9125-387277752bbc,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,8,0,10,0,8,0,10,0,10,0,9,0,10,0,AC,0,AC,0,AC,0,,
bf97c6e8-260c-4e37-96a3-b2f9fb3f8628,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,9,3,10,0,9,0,10,0,9,0,10,0,10,0,AC,0,AC,0,AC,0,,
99b0acfe-fcc2-4195-ab5b-491b71b05b6d,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,0,10,0,7,0,10,1,9,0,7,0,8,0,AC,0,AC,0,AC,0,,
657aaa6a-3a38-4757-a98c-007b24558812,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,8,0,10,1,8,0,10,0,9,0,9,0,9,2,AC,0,AC,0,AC,0,,
23fe44b5-e6b6-492b-b771-cbac57706b0a,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,7,2,5,3,8,0,10,0,10,0,7,1,8,2,AC,0,AC,0,AC,0,,
