Id Unico,Genero,Repetidor,Especialidad,Turno,CÁL,Faltas_CÁL,ING,Faltas_ING,FÍS,Faltas_FÍS,CIE,Faltas_CIE,ASE,Faltas_ASE,MID,Faltas_MID,MEJ,Faltas_MEJ,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TUT,Faltas_TUT
343f8869-072f-45fc-b7b4-fffada0ecd4c,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,8,3,9,0,9,0,10,0,10,0,9,1,9,0,AC,0,AC,0,AC,0,,
c5d44cdd-9f6f-4421-a797-81891acb3a17,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,3,8,1,7,2,9,2,9,2,9,1,6,1,NA,0,AC,0,AC,0,,
de9dc706-f69d-41c8-8fec-d19939ad6e53,M,Si,PRODUCCIÓN INDUSTRIAL,MATUTINO,,,5,1,,,,,,,,,,,,,,,,,,
014fa520-d946-4d81-8580-c40f8b057d1f,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,6,9,0,8,2,8,0,8,0,NP,2,8,0,NA,0,AC,0,AC,0,,
41944a9c-3244-48a9-a227-0bbdd465108f,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,9,2,10,1,8,0,10,0,8,0,9,1,8,0,AC,0,AC,0,AC,0,,
a9e493b2-67de-4f33-86e3-3f31913de4ba,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,8,3,9,1,8,0,10,1,10,2,9,1,9,2,AC,0,AC,0,AC,0,,
cd4058f3-3061-4bda-a250-a33abf530b3e,M,Si,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,16,,,,,,,,,,,,,,,,,,,,
d5826416-56f5-49af-9065-4b5a5e67e552,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,6,9,1,5,6,10,0,9,1,8,0,7,0,NA,0,AC,0,AC,0,,
2f91d5d6-8dc6-424b-ac80-ae9d7e3882b0,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,3,5,3,7,0,10,0,8,2,9,1,10,2,AC,0,AC,0,AC,0,,
d19f9fac-d1fc-4c3e-8267-39df82554c8b,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,2,9,0,9,0,10,0,10,0,8,0,9,0,AC,0,AC,0,AC,0,,
08118a4f-c35f-4dae-905a-0c440d983f2a,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,5,9,2,5,2,10,0,9,2,7,4,7,0,NA,0,AC,0,AC,0,,
6fd0cccf-b028-4dcd-83f5-bd86c5b22072,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,8,10,1,5,2,10,0,8,2,8,3,7,2,NA,0,AC,0,AC,0,,
86e0a867-608d-4f2a-b3b6-8c118a9dc199,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,8,3,9,0,9,0,10,0,9,0,8,1,8,2,AC,0,AC,0,AC,0,,
