Id Unico,Genero,Repetidor,Especialidad,Turno,CÁL,Faltas_CÁL,ING,Faltas_ING,FÍS,Faltas_FÍS,CIE,Faltas_CIE,ASE,Faltas_ASE,MID,Faltas_MID,MEJ,Faltas_MEJ,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TUT,Faltas_TUT
f6b93e0c-ad3c-472c-9f7c-969ce01127e4,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,7,4,10,0,7,0,10,4,7,0,10,0,10,0,AC,0,AC,0,AC,0,,
9c099207-93a4-4ea3-88d3-2f9971ac4894,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,0,7,3,6,2,9,0,8,0,10,0,10,0,AC,0,AC,0,AC,0,,
2410d0d8-1b33-49f2-8556-74cfbd15e252,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,,,5,5,,,9,2,,,,,,,,,,,,,,
f7205c21-4a16-4599-a18f-231355cdc88d,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,9,0,8,1,10,0,10,0,8,0,10,0,10,0,NA,0,AC,0,AC,0,,
295b5cd7-906e-499b-98a1-6afe0ec68b89,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,3,7,1,8,4,8,2,10,0,10,0,10,0,AC,0,AC,0,AC,0,,
932e4d40-c677-4284-a50f-2da2ed446d49,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,9,1,5,1,8,4,9,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,,
f75811ba-497c-4955-932f-f1dcbb6d366c,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,6,5,2,8,0,9,0,8,0,10,0,10,0,AC,0,AC,0,AC,0,,
6e3e7bef-860b-489c-9c6f-9b9f627546fa,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,9,0,7,2,10,0,10,2,6,0,10,0,10,0,NA,0,AC,0,AC,0,,
5a4bd033-2c2b-4544-9f1b-ac6e6a876c5a,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,0,7,0,9,0,10,0,6,0,10,0,10,0,AC,0,AC,0,AC,0,,
32a768c8-4c09-4c20-a89f-b74fe07b30f3,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,8,3,8,2,10,0,10,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,,
66a7e620-58e2-471b-932d-92da0ca8ea10,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,7,2,8,3,9,0,10,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,,
c287adc0-7ec2-4bf4-82ee-7ee262965a2c,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,2,5,1,8,0,10,0,7,0,10,0,10,0,AC,0,AC,0,AC,0,,
ce7bba9b-d798-4fcd-8f0e-49ef74955995,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,0,8,2,9,0,9,0,8,0,9,0,9,0,AC,0,AC,0,AC,0,,
a8832ebf-bc3f-4d09-88c8-a420f00ab670,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,0,5,0,5,0,5,0,5,0,5,0,5,0,,0,,0,,0,,
45ec0a1f-a9d5-4668-9cf1-cdf81f5491ca,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,10,0,8,0,10,0,10,0,7,0,10,0,10,0,AC,0,AC,0,AC,0,,
664b5f21-85e3-4f24-9121-93fa51116a40,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,7,2,9,4,9,0,10,0,9,0,10,0,10,0,NA,0,AC,0,AC,0,,
e72352d6-7b51-4e4e-bc8e-b23d8fe6a6bf,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,8,1,6,0,9,0,8,0,8,0,10,0,10,0,AC,0,AC,0,AC,0,,
49d9dd79-6b13-47c4-a831-3a27744323b7,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,0,7,0,9,0,9,0,9,0,10,0,10,0,AC,0,AC,0,AC,0,,
3f4fc229-ae2b-403f-a715-77b0ffd9db32,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,1,8,0,10,0,10,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,,
768fdd83-6a22-489b-9ac4-4e3da9186fdd,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,0,7,0,8,0,10,2,6,0,10,0,10,0,AC,0,AC,0,AC,0,,
add1a9ee-5af0-4b5d-8219-12d54c79400c,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,7,0,5,0,10,0,10,0,8,0,10,0,10,0,AC,0,AC,0,AC,0,,
b60d62a9-5481-49ca-a568-8aa91b91c29d,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,9,4,8,2,10,0,10,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,,
b1c3e284-98f3-45ff-a8a6-b0b54ebc9e53,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,2,6,2,5,2,8,0,5,0,8,3,8,0,AC,0,AC,0,AC,0,,
8b10a73e-a9c3-4e5e-8508-e948616f715d,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,10,0,5,0,10,0,10,0,5,0,10,0,10,0,AC,0,AC,0,AC,0,,
67e6b0fc-1237-4b16-b25e-69cc7adee085,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,0,5,2,6,1,6,0,8,0,10,0,10,0,AC,0,AC,0,AC,0,,
68cd96ca-df62-4702-b549-27b1e237fc7c,F,Si,PRODUCCIÓN INDUSTRIAL,MATUTINO,,,5,8,6,2,,,5,2,,,10,0,,,,,,,,
c69f3bc1-469b-44a0-80cf-ed7d8c988ee2,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,7,2,6,1,9,0,10,0,8,0,10,0,9,0,NA,0,AC,0,AC,0,,
