Id Unico,Genero,Repetidor,Especialidad,Turno,CÁL,Faltas_CÁL,ING,Faltas_ING,FÍS,Faltas_FÍS,CIE,Faltas_CIE,ASE,Faltas_ASE,MID,Faltas_MID,MEJ,Faltas_MEJ,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TUT,Faltas_TUT
7ed0ac06-a1ab-4e91-97c9-4729ecdc3e22,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,7,1,6,0,10,0,10,0,7,0,10,0,10,0,AC,0,AC,0,AC,0,,
8debd497-5546-48ce-a835-5f7e81d24ee1,F,Si,PRODUCCIÓN INDUSTRIAL,MATUTINO,,,,,,,,,5,2,,,,,,,,,,,,
231bbc9d-17cd-4781-80df-56a5853bb637,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,7,5,1,9,0,8,0,5,0,10,0,10,0,AC,0,AC,0,AC,0,,
5b980f01-8dbf-46cc-9fc9-9b9f00f44b2e,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,7,2,9,0,9,2,10,0,8,0,10,0,10,0,AC,0,AC,0,AC,0,,
3bb504bd-30c5-4055-8b8a-2676ab5f8939,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,8,3,5,1,9,4,9,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,,
4476a314-497e-45cd-8b76-de0cd7f9acbc,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,8,4,7,4,9,0,8,4,7,0,10,0,10,0,AC,0,AC,0,AC,0,,
0febd87b-695d-4304-ae96-5abdab7d8e20,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,4,7,2,9,2,10,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,,
ee9108eb-2b68-4bb6-af95-b8e805e4abac,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,9,0,6,0,10,0,10,0,8,0,10,0,10,0,AC,0,AC,0,AC,0,,
e57613f2-2d4f-4610-92b1-9cd1d7897d63,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,1,7,0,10,0,8,4,6,0,10,0,10,0,AC,0,AC,0,AC,0,,
8eed7afe-d49f-4b11-9f18-1dd3e02bc537,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,2,5,4,8,4,7,0,5,0,10,0,10,0,NA,0,AC,0,AC,0,,
4403648f-a54a-4426-962c-b6fad304835a,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,9,0,5,0,10,0,9,0,8,0,10,0,10,0,AC,0,AC,0,AC,0,,
8af159c3-f791-4fc1-9543-4b73b207a699,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,8,0,5,1,10,0,10,2,9,0,10,0,10,0,AC,0,AC,0,AC,0,,
