Id Unico,Genero,Repetidor,Especialidad,Turno,CÁL,Faltas_CÁL,ING,Faltas_ING,FÍS,Faltas_FÍS,CIE,Faltas_CIE,ASE,Faltas_ASE,MID,Faltas_MID,MEJ,Faltas_MEJ,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TUT,Faltas_TUT
15b07c48-468c-4181-9879-180d4078f2d3,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,2,8,3,6,0,10,0,7,0,9,3,9,0,AC,0,AC,0,AC,0,,
a528ab71-1e00-483d-80a4-93c2cdd85f6e,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,2,7,2,6,0,9,4,8,0,8,6,9,0,AC,0,AC,0,AC,0,,
55915abe-4b14-4d32-9d51-5f93568b4747,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,3,10,1,9,0,10,3,9,0,10,0,9,0,AC,0,AC,0,AC,0,,
14e1a52a-acac-45cf-b075-ce083b7ef5f1,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,7,0,9,0,8,0,10,0,9,0,10,2,9,0,AC,0,AC,0,AC,0,,
c3bdaa2f-dc20-4549-bbe6-3c1434f2bfdd,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,8,2,7,0,6,2,10,1,9,2,10,2,10,0,AC,0,AC,0,AC,0,,
739ac7f1-a442-4e62-a178-27b7dd6eda41,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,3,8,3,6,0,9,4,7,3,8,3,8,0,AC,0,AC,0,AC,0,,
8871f47b-9807-4686-a407-bcde6e899abf,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,8,0,10,0,8,0,10,0,9,0,10,0,9,0,AC,0,AC,0,AC,0,,
4288fcfd-4d71-4df9-8ff2-ae334755c8a0,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,2,9,4,6,0,9,6,7,0,8,5,8,0,AC,0,AC,0,AC,0,,
78fabb9b-4315-40b8-99db-cda0a9b9cd13,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,3,9,0,6,4,10,2,9,0,10,0,9,0,AC,0,AC,0,NA,0,,
620a4cf9-52a7-4f42-a386-f3c987797aab,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,10,0,10,0,10,0,10,1,9,0,10,0,10,0,AC,0,AC,0,AC,0,,
35889d15-3a98-4c66-b834-c8d1c72cfb4c,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,3,7,0,6,2,10,3,8,0,9,3,9,0,AC,0,NA,0,AC,0,,
