Id Unico,Genero,Repetidor,Especialidad,Turno,CÁL,Faltas_CÁL,ING,Faltas_ING,FÍS,Faltas_FÍS,CIE,Faltas_CIE,ASE,Faltas_ASE,MID,Faltas_MID,MEJ,Faltas_MEJ,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TUT,Faltas_TUT
e335db75-9eef-4dd5-bff2-ea60a733972c,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,0,8,1,6,2,10,5,9,0,8,4,9,0,AC,0,AC,0,AC,0,,
e6cb1b12-18c6-43a5-b43d-ba6b5ee27f45,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,2,10,0,6,0,10,0,8,2,9,2,8,0,AC,0,AC,0,AC,0,,
81137951-d8af-4519-bbcf-e8fbd0667823,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,2,10,4,6,2,9,3,9,1,5,1,9,0,AC,0,AC,0,AC,0,,
3ff310da-8d44-49ce-80fb-65c72fe10066,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,4,6,3,7,0,10,0,9,1,8,2,9,0,AC,0,AC,0,AC,0,,
537eac39-5f30-4f8c-bbd9-ada1f0298b55,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,1,10,0,6,0,10,0,8,4,9,3,9,0,AC,0,AC,0,AC,0,,
91b39404-f885-45f8-a680-9d16e9798383,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,9,0,10,0,8,0,10,0,9,0,10,0,9,0,AC,0,AC,0,AC,0,,
1f0df750-6183-4225-9606-f724fd3c6e0d,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,7,0,8,0,8,0,10,0,9,0,9,1,9,0,AC,0,AC,0,AC,0,,
c9350155-b733-491c-818b-cb3699bdebe5,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,4,8,2,6,2,10,0,8,2,10,1,8,0,AC,0,AC,0,AC,0,,
50b18614-e90b-4ea2-b749-aa1ca7002152,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,7,3,10,2,6,0,9,3,8,3,10,2,8,0,AC,0,AC,0,AC,0,,
62832fad-ea23-4d72-baf0-e84a6e88ace8,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,0,8,0,6,0,10,0,9,0,9,0,9,0,AC,0,AC,0,AC,0,,
840afd2a-1a43-4107-b7a2-c7d5894136b7,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,7,1,8,0,6,8,10,4,9,2,9,4,9,0,AC,0,AC,0,AC,0,,
5b16185e-1d73-4c6e-9108-7af42b0084bd,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,0,9,3,6,2,10,4,8,2,5,1,8,0,AC,0,NA,0,AC,0,,
7ccfa271-57d0-4b1b-863d-3715decba20c,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,2,9,0,9,0,10,0,9,2,10,1,9,0,AC,0,AC,0,AC,0,,
2915aca9-a482-4b72-8287-9f821d7ec568,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,7,0,9,3,8,0,10,0,9,0,10,0,9,0,AC,0,AC,0,AC,0,,
44e1e7a7-44e8-4000-90c7-2b1b5e2325b4,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,7,2,8,2,6,2,10,2,9,0,5,0,9,0,AC,0,AC,0,AC,0,,
