Id Unico,Genero,Repetidor,Especialidad,Turno,GEO,Faltas_GEO,ING,Faltas_ING,BIO,Faltas_BIO,ETI,Faltas_ETI,APL,Faltas_APL,ASI,Faltas_ASI,APL0,Faltas_APL0,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TAL2,Faltas_TAL2,TUT,Faltas_TUT
b2797b1f-9019-4263-bb8a-2c3bfb835725,F,No,PUERICULTURA,MATUTINO,6,0,6,0,8,1,10,0,8,0,9,0,5,0,AC,0,AC,0,NA,0,AC,0,,
0ee2eb43-de6f-493f-94ed-a80f5d719205,F,No,PUERICULTURA,MATUTINO,5,0,8,0,9,1,7,0,10,0,9,0,8,0,AC,0,AC,0,AC,0,AC,0,,
1f959062-a0d8-4fec-b4f7-cfac53350fc0,F,No,PUERICULTURA,MATUTINO,5,0,6,0,7,0,6,0,10,0,9,0,5,0,AC,0,AC,0,NA,0,AC,0,,
15e91846-4f0b-4d52-9f48-db2ee8c5a172,F,No,PUERICULTURA,MATUTINO,5,0,8,0,8,2,10,0,9,0,9,3,9,0,AC,0,AC,0,AC,0,AC,0,,
07b907b1-d9ab-4c48-b688-fc9a7c3521ec,F,No,PUERICULTURA,MATUTINO,NP,16,NP,18,NP,18,6,0,5,12,NP,27,NP,18,AC,0,NA,0,NA,0,NP,0,,
5abb89b9-072a-443b-9d2e-200fc31575bd,F,No,PUERICULTURA,MATUTINO,5,0,7,0,7,0,9,0,8,0,9,0,5,0,AC,0,AC,0,NA,0,AC,0,,
f07cc6d7-ffb9-42e6-879b-0a2535464ff0,F,No,PUERICULTURA,MATUTINO,5,0,6,0,7,1,6,0,9,0,9,0,8,0,AC,0,AC,0,NA,0,AC,0,,
dc154a8e-e6a7-4198-b146-2ed2eea0d654,F,No,PUERICULTURA,MATUTINO,5,0,6,0,6,5,10,0,8,0,8,0,6,0,AC,0,AC,0,NA,0,AC,0,,
e6d5a0d8-4917-4a81-9033-fd79feaa5c1a,F,No,PUERICULTURA,MATUTINO,5,0,6,1,8,3,10,0,10,1,10,0,6,0,AC,0,AC,0,NA,0,AC,0,,
8ef39fe7-a6a3-43d6-9763-a6d3d538c5ab,F,No,PUERICULTURA,MATUTINO,9,0,9,0,10,0,10,0,10,0,9,0,9,0,AC,0,AC,0,AC,0,AC,0,,
