Id Unico,Genero,Repetidor,Especialidad,Turno,GEO,Faltas_GEO,ING,Faltas_ING,BIO,Faltas_BIO,ETI,Faltas_ETI,MAN,Faltas_MAN,ELA,Faltas_ELA,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TAL2,Faltas_TAL2,TUT,Faltas_TUT
f8a33bb2-b7d9-48fd-a033-3d92f0395b6f,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,8,1,9,0,8,4,6,0,5,4,10,0,AC,0,AC,0,NA,0,AC,0,,
abc5ce3c-6c8f-4481-941e-c1d8c59d8fba,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,7,5,3,5,4,5,0,5,19,7,6,AC,0,AC,0,NA,0,AC,0,,
48f1672b-3155-4e7c-b916-abdce49093ed,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,0,7,1,8,2,8,2,5,11,8,4,AC,0,AC,0,NA,0,AC,0,,
342adcb1-db90-4a4e-829c-8e445a0ade5f,F,Si,INSTRUMENTACION INDUSTRIAL,MATUTINO,,,5,7,,,,,,,,,,,,,,,,,,
a48b7ab2-143f-4be8-95af-b7cfb0478bc9,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,2,7,2,8,2,5,2,6,5,6,4,NA,0,AC,0,NA,0,AC,0,,
9f726656-4906-4e34-8c78-897889c9cee8,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,NP,20,NP,7,NP,16,NP,20,5,30,NP,30,NA,0,AC,0,NP,0,AC,0,,
420f5505-ff48-4b15-a0de-83aab30cfd61,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,0,8,0,5,0,5,0,5,0,10,0,AC,0,AC,0,NA,0,AC,0,,
b4bc9f02-bae8-47d8-87ce-ae51bd9368b9,M,Si,INSTRUMENTACION INDUSTRIAL,MATUTINO,,,,,,,,,6,5,,,,,,,,,,,,
c8419713-3063-40b8-a485-1aef7f6844d6,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,2,5,4,5,6,5,4,5,4,5,8,NA,0,AC,0,NA,0,AC,0,,
eea28705-2ee7-4e5d-96c2-d55d437720eb,F,Si,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,2,,,,,,,,,,,,,,,,,,,,
058a4fdd-ac89-43a6-b224-1aa873e609fc,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,2,8,0,5,0,8,2,5,0,9,0,NA,0,AC,0,NA,0,AC,0,,
a32f32ff-29dc-4589-9eb4-d83fb9035010,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,3,5,0,5,0,5,2,5,7,6,0,AC,0,AC,0,NA,0,AC,0,,
b9e8fd75-a7cc-406a-8c94-224a93d9bd52,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,0,5,0,5,6,5,2,5,7,5,6,AC,0,AC,0,NA,0,AC,0,,
63d88ee9-5753-4a9e-bfe1-a959ca5a492c,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,6,2,8,0,6,0,5,0,5,2,10,0,AC,0,AC,0,NA,0,AC,0,,
8f4ef595-6487-4e55-8b09-9187583d2f02,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,4,7,2,5,0,5,2,5,3,10,0,AC,0,AC,0,NA,0,AC,0,,
1b017db4-835e-4dc8-ac49-f878a0eaf090,F,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,4,5,1,10,0,8,0,5,7,10,0,AC,0,AC,0,NA,0,AC,0,,
00715b80-a985-4669-9e68-eb9f0c1c7188,F,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,8,1,8,1,10,2,8,0,9,0,10,0,AC,0,AC,0,NA,0,AC,0,,
9fbaf16d-f770-4081-ae5c-6ab43bf5f466,F,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,6,0,9,1,10,0,9,0,5,7,9,0,AC,0,AC,0,AC,0,AC,0,,
a49833ce-15fa-43a2-adf4-2892345918d5,F,Si,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,0,5,5,,,,,,,,,,,,,,,,,,
167e4373-355f-43cc-8949-bf9ea5e7a089,F,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,9,3,9,2,10,2,10,0,10,5,10,0,NA,0,AC,0,AC,0,AC,0,,
870a027d-f7c1-4bd1-a516-2aa60fd7beda,M,Si,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,3,,,,,,,8,1,,,,,,,,,,,,
3c58f347-0092-42ab-8669-812dbcc0adc3,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,4,9,2,7,0,5,6,5,4,5,6,NA,0,AC,0,NA,0,AC,0,,
33bd2980-70ac-4ae2-b28f-35f9adb5f900,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,6,5,2,7,2,5,6,5,11,5,6,NA,0,AC,0,NA,0,AC,0,,
8ad96c6d-a56d-4921-8d6e-4b183f3ef4f3,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,8,5,3,6,2,5,6,5,4,5,12,NA,0,AC,0,NA,0,AC,0,,
2c1fc9e8-5967-443f-92cb-b893ffda3c2d,F,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,5,4,7,2,6,4,5,6,8,8,7,2,NA,0,AC,0,NA,0,AC,0,,
9f9a6398-5e4e-4b97-b243-df34c7451207,M,No,INSTRUMENTACION INDUSTRIAL,MATUTINO,7,1,8,0,9,0,9,0,5,8,10,0,AC,0,AC,0,AC,0,AC,0,,
